Legend:,,,,
,,,,
1-P =,Untitled 1 Process,,,
543,2/23/2023,6:52:10 PM,299,148.3333333
544,2/23/2023,6:52:11 PM,298,147.7777778
545,2/23/2023,6:52:12 PM,298,147.7777778
546,2/23/2023,6:52:13 PM,298,147.7777778
547,2/23/2023,6:52:14 PM,298,147.7777778
548,2/23/2023,6:52:15 PM,298,147.7777778
549,2/23/2023,6:52:16 PM,297,147.2222222
550,2/23/2023,6:52:17 PM,297,147.2222222
551,2/23/2023,6:52:18 PM,297,147.2222222
552,2/23/2023,6:52:19 PM,297,147.2222222
553,2/23/2023,6:52:20 PM,297,147.2222222
554,2/23/2023,6:52:21 PM,296,146.6666667
555,2/23/2023,6:52:22 PM,296,146.6666667
556,2/23/2023,6:52:23 PM,296,146.6666667
557,2/23/2023,6:52:24 PM,296,146.6666667
558,2/23/2023,6:52:25 PM,296,146.6666667
559,2/23/2023,6:52:26 PM,296,146.6666667
560,2/23/2023,6:52:27 PM,295,146.1111111
561,2/23/2023,6:52:28 PM,295,146.1111111
562,2/23/2023,6:52:29 PM,295,146.1111111
563,2/23/2023,6:52:30 PM,295,146.1111111
564,2/23/2023,6:52:31 PM,295,146.1111111
565,2/23/2023,6:52:32 PM,294,145.5555556
566,2/23/2023,6:52:33 PM,294,145.5555556
567,2/23/2023,6:52:34 PM,294,145.5555556
568,2/23/2023,6:52:35 PM,294,145.5555556
569,2/23/2023,6:52:36 PM,294,145.5555556
570,2/23/2023,6:52:37 PM,294,145.5555556
571,2/23/2023,6:52:38 PM,294,145.5555556
572,2/23/2023,6:52:39 PM,293,145
573,2/23/2023,6:52:40 PM,293,145
574,2/23/2023,6:52:41 PM,293,145
575,2/23/2023,6:52:42 PM,293,145
576,2/23/2023,6:52:43 PM,293,145
577,2/23/2023,6:52:44 PM,292,144.4444444
578,2/23/2023,6:52:45 PM,292,144.4444444
579,2/23/2023,6:52:46 PM,292,144.4444444
580,2/23/2023,6:52:47 PM,292,144.4444444
581,2/23/2023,6:52:48 PM,292,144.4444444
582,2/23/2023,6:52:49 PM,292,144.4444444
583,2/23/2023,6:52:50 PM,292,144.4444444
584,2/23/2023,6:52:51 PM,291,143.8888889
585,2/23/2023,6:52:52 PM,291,143.8888889
586,2/23/2023,6:52:53 PM,291,143.8888889
587,2/23/2023,6:52:54 PM,291,143.8888889
588,2/23/2023,6:52:55 PM,291,143.8888889
589,2/23/2023,6:52:56 PM,290,143.3333333
590,2/23/2023,6:52:57 PM,290,143.3333333
591,2/23/2023,6:52:58 PM,290,143.3333333
592,2/23/2023,6:52:59 PM,290,143.3333333
593,2/23/2023,6:53:00 PM,290,143.3333333
594,2/23/2023,6:53:01 PM,289,142.7777778
595,2/23/2023,6:53:02 PM,289,142.7777778
596,2/23/2023,6:53:03 PM,289,142.7777778
597,2/23/2023,6:53:04 PM,289,142.7777778
598,2/23/2023,6:53:05 PM,289,142.7777778
599,2/23/2023,6:53:06 PM,289,142.7777778
600,2/23/2023,6:53:07 PM,288,142.2222222
601,2/23/2023,6:53:08 PM,288,142.2222222
602,2/23/2023,6:53:09 PM,288,142.2222222
603,2/23/2023,6:53:10 PM,288,142.2222222
604,2/23/2023,6:53:11 PM,288,142.2222222
605,2/23/2023,6:53:12 PM,287,141.6666667
606,2/23/2023,6:53:13 PM,287,141.6666667
607,2/23/2023,6:53:14 PM,287,141.6666667
608,2/23/2023,6:53:15 PM,287,141.6666667
609,2/23/2023,6:53:16 PM,287,141.6666667
610,2/23/2023,6:53:17 PM,287,141.6666667
611,2/23/2023,6:53:18 PM,286,141.1111111
612,2/23/2023,6:53:19 PM,286,141.1111111
613,2/23/2023,6:53:20 PM,286,141.1111111
614,2/23/2023,6:53:21 PM,286,141.1111111
615,2/23/2023,6:53:22 PM,286,141.1111111
616,2/23/2023,6:53:23 PM,286,141.1111111
617,2/23/2023,6:53:24 PM,285,140.5555556
618,2/23/2023,6:53:25 PM,285,140.5555556
619,2/23/2023,6:53:26 PM,285,140.5555556
620,2/23/2023,6:53:27 PM,285,140.5555556
621,2/23/2023,6:53:28 PM,285,140.5555556
622,2/23/2023,6:53:29 PM,285,140.5555556
623,2/23/2023,6:53:30 PM,284,140
624,2/23/2023,6:53:31 PM,284,140
625,2/23/2023,6:53:32 PM,284,140
626,2/23/2023,6:53:33 PM,284,140
627,2/23/2023,6:53:34 PM,284,140
628,2/23/2023,6:53:35 PM,284,140
629,2/23/2023,6:53:36 PM,283,139.4444444
630,2/23/2023,6:53:37 PM,283,139.4444444
631,2/23/2023,6:53:38 PM,283,139.4444444
632,2/23/2023,6:53:39 PM,283,139.4444444
633,2/23/2023,6:53:40 PM,283,139.4444444
634,2/23/2023,6:53:41 PM,283,139.4444444
635,2/23/2023,6:53:42 PM,282,138.8888889
636,2/23/2023,6:53:43 PM,282,138.8888889
637,2/23/2023,6:53:44 PM,282,138.8888889
638,2/23/2023,6:53:45 PM,282,138.8888889
639,2/23/2023,6:53:46 PM,282,138.8888889
640,2/23/2023,6:53:47 PM,282,138.8888889
641,2/23/2023,6:53:48 PM,281,138.3333333
642,2/23/2023,6:53:49 PM,281,138.3333333
643,2/23/2023,6:53:50 PM,281,138.3333333
644,2/23/2023,6:53:51 PM,281,138.3333333
645,2/23/2023,6:53:52 PM,281,138.3333333
646,2/23/2023,6:53:53 PM,281,138.3333333
647,2/23/2023,6:53:54 PM,280,137.7777778
648,2/23/2023,6:53:55 PM,280,137.7777778
649,2/23/2023,6:53:56 PM,280,137.7777778
650,2/23/2023,6:53:57 PM,280,137.7777778
651,2/23/2023,6:53:58 PM,280,137.7777778
652,2/23/2023,6:53:59 PM,279,137.2222222
653,2/23/2023,6:54:00 PM,279,137.2222222
654,2/23/2023,6:54:01 PM,279,137.2222222
655,2/23/2023,6:54:02 PM,279,137.2222222
656,2/23/2023,6:54:03 PM,279,137.2222222
657,2/23/2023,6:54:04 PM,279,137.2222222
658,2/23/2023,6:54:05 PM,279,137.2222222
659,2/23/2023,6:54:06 PM,279,137.2222222
660,2/23/2023,6:54:07 PM,279,137.2222222
661,2/23/2023,6:54:08 PM,278,136.6666667
662,2/23/2023,6:54:09 PM,278,136.6666667
663,2/23/2023,6:54:10 PM,278,136.6666667
664,2/23/2023,6:54:11 PM,278,136.6666667
665,2/23/2023,6:54:12 PM,278,136.6666667
666,2/23/2023,6:54:13 PM,278,136.6666667
667,2/23/2023,6:54:14 PM,277,136.1111111
668,2/23/2023,6:54:15 PM,277,136.1111111
669,2/23/2023,6:54:16 PM,277,136.1111111
670,2/23/2023,6:54:17 PM,277,136.1111111
671,2/23/2023,6:54:18 PM,277,136.1111111
672,2/23/2023,6:54:19 PM,277,136.1111111
673,2/23/2023,6:54:20 PM,277,136.1111111
674,2/23/2023,6:54:21 PM,276,135.5555556
675,2/23/2023,6:54:22 PM,276,135.5555556
676,2/23/2023,6:54:23 PM,276,135.5555556
677,2/23/2023,6:54:24 PM,276,135.5555556
678,2/23/2023,6:54:25 PM,276,135.5555556
679,2/23/2023,6:54:26 PM,276,135.5555556
680,2/23/2023,6:54:27 PM,276,135.5555556
681,2/23/2023,6:54:28 PM,275,135
682,2/23/2023,6:54:29 PM,275,135
683,2/23/2023,6:54:30 PM,275,135
684,2/23/2023,6:54:31 PM,275,135
685,2/23/2023,6:54:32 PM,275,135
686,2/23/2023,6:54:33 PM,275,135
687,2/23/2023,6:54:34 PM,275,135
688,2/23/2023,6:54:35 PM,274,134.4444444
689,2/23/2023,6:54:36 PM,274,134.4444444
690,2/23/2023,6:54:37 PM,274,134.4444444
691,2/23/2023,6:54:38 PM,274,134.4444444
692,2/23/2023,6:54:39 PM,274,134.4444444
693,2/23/2023,6:54:40 PM,274,134.4444444
694,2/23/2023,6:54:41 PM,274,134.4444444
695,2/23/2023,6:54:42 PM,273,133.8888889
696,2/23/2023,6:54:43 PM,273,133.8888889
697,2/23/2023,6:54:44 PM,273,133.8888889
698,2/23/2023,6:54:45 PM,273,133.8888889
699,2/23/2023,6:54:46 PM,273,133.8888889
700,2/23/2023,6:54:47 PM,273,133.8888889
701,2/23/2023,6:54:48 PM,272,133.3333333
702,2/23/2023,6:54:49 PM,272,133.3333333
703,2/23/2023,6:54:50 PM,272,133.3333333
704,2/23/2023,6:54:51 PM,272,133.3333333
705,2/23/2023,6:54:52 PM,272,133.3333333
706,2/23/2023,6:54:53 PM,272,133.3333333
707,2/23/2023,6:54:54 PM,272,133.3333333
708,2/23/2023,6:54:55 PM,272,133.3333333
709,2/23/2023,6:54:56 PM,272,133.3333333
710,2/23/2023,6:54:57 PM,272,133.3333333
711,2/23/2023,6:54:58 PM,271,132.7777778
712,2/23/2023,6:54:59 PM,271,132.7777778
713,2/23/2023,6:55:00 PM,271,132.7777778
714,2/23/2023,6:55:01 PM,271,132.7777778
715,2/23/2023,6:55:02 PM,271,132.7777778
716,2/23/2023,6:55:03 PM,271,132.7777778
717,2/23/2023,6:55:04 PM,271,132.7777778
718,2/23/2023,6:55:05 PM,271,132.7777778
719,2/23/2023,6:55:06 PM,271,132.7777778
720,2/23/2023,6:55:07 PM,271,132.7777778
721,2/23/2023,6:55:08 PM,271,132.7777778
722,2/23/2023,6:55:09 PM,271,132.7777778
723,2/23/2023,6:55:10 PM,271,132.7777778
724,2/23/2023,6:55:11 PM,271,132.7777778
725,2/23/2023,6:55:12 PM,271,132.7777778
726,2/23/2023,6:55:13 PM,271,132.7777778
727,2/23/2023,6:55:14 PM,272,133.3333333
728,2/23/2023,6:55:15 PM,272,133.3333333
729,2/23/2023,6:55:16 PM,272,133.3333333
730,2/23/2023,6:55:17 PM,272,133.3333333
731,2/23/2023,6:55:18 PM,272,133.3333333
732,2/23/2023,6:55:19 PM,272,133.3333333
733,2/23/2023,6:55:20 PM,272,133.3333333
734,2/23/2023,6:55:21 PM,272,133.3333333
735,2/23/2023,6:55:22 PM,273,133.8888889
736,2/23/2023,6:55:23 PM,273,133.8888889
737,2/23/2023,6:55:24 PM,273,133.8888889
738,2/23/2023,6:55:25 PM,273,133.8888889
739,2/23/2023,6:55:26 PM,273,133.8888889
740,2/23/2023,6:55:27 PM,273,133.8888889
741,2/23/2023,6:55:28 PM,273,133.8888889
742,2/23/2023,6:55:29 PM,274,134.4444444
743,2/23/2023,6:55:30 PM,274,134.4444444
744,2/23/2023,6:55:31 PM,274,134.4444444
745,2/23/2023,6:55:32 PM,274,134.4444444
746,2/23/2023,6:55:33 PM,274,134.4444444
747,2/23/2023,6:55:34 PM,274,134.4444444
748,2/23/2023,6:55:35 PM,274,134.4444444
749,2/23/2023,6:55:36 PM,274,134.4444444
750,2/23/2023,6:55:37 PM,274,134.4444444
751,2/23/2023,6:55:38 PM,274,134.4444444
752,2/23/2023,6:55:39 PM,274,134.4444444
753,2/23/2023,6:55:40 PM,275,135
754,2/23/2023,6:55:41 PM,275,135
755,2/23/2023,6:55:42 PM,275,135
756,2/23/2023,6:55:43 PM,275,135
757,2/23/2023,6:55:44 PM,275,135
758,2/23/2023,6:55:45 PM,275,135
759,2/23/2023,6:55:46 PM,275,135
760,2/23/2023,6:55:47 PM,275,135
761,2/23/2023,6:55:48 PM,275,135
762,2/23/2023,6:55:49 PM,275,135
763,2/23/2023,6:55:50 PM,275,135
764,2/23/2023,6:55:51 PM,275,135
765,2/23/2023,6:55:52 PM,275,135
766,2/23/2023,6:55:53 PM,275,135
767,2/23/2023,6:55:54 PM,275,135
768,2/23/2023,6:55:55 PM,275,135
769,2/23/2023,6:55:56 PM,275,135
770,2/23/2023,6:55:57 PM,275,135
771,2/23/2023,6:55:58 PM,275,135
772,2/23/2023,6:55:59 PM,275,135
773,2/23/2023,6:56:00 PM,275,135
774,2/23/2023,6:56:01 PM,275,135
775,2/23/2023,6:56:02 PM,275,135
776,2/23/2023,6:56:03 PM,275,135
777,2/23/2023,6:56:04 PM,275,135
778,2/23/2023,6:56:05 PM,275,135
779,2/23/2023,6:56:06 PM,275,135
780,2/23/2023,6:56:07 PM,276,135.5555556
781,2/23/2023,6:56:08 PM,276,135.5555556
782,2/23/2023,6:56:09 PM,276,135.5555556
783,2/23/2023,6:56:10 PM,276,135.5555556
784,2/23/2023,6:56:11 PM,276,135.5555556
785,2/23/2023,6:56:12 PM,276,135.5555556
786,2/23/2023,6:56:13 PM,276,135.5555556
787,2/23/2023,6:56:14 PM,276,135.5555556
788,2/23/2023,6:56:15 PM,276,135.5555556
789,2/23/2023,6:56:16 PM,276,135.5555556
790,2/23/2023,6:56:17 PM,276,135.5555556
791,2/23/2023,6:56:18 PM,276,135.5555556
792,2/23/2023,6:56:19 PM,276,135.5555556
793,2/23/2023,6:56:20 PM,276,135.5555556
794,2/23/2023,6:56:21 PM,276,135.5555556
795,2/23/2023,6:56:22 PM,276,135.5555556
796,2/23/2023,6:56:23 PM,276,135.5555556
797,2/23/2023,6:56:24 PM,276,135.5555556
798,2/23/2023,6:56:25 PM,276,135.5555556
799,2/23/2023,6:56:26 PM,276,135.5555556
800,2/23/2023,6:56:27 PM,276,135.5555556
801,2/23/2023,6:56:28 PM,276,135.5555556
802,2/23/2023,6:56:29 PM,276,135.5555556
803,2/23/2023,6:56:30 PM,276,135.5555556
804,2/23/2023,6:56:31 PM,276,135.5555556
805,2/23/2023,6:56:32 PM,276,135.5555556
806,2/23/2023,6:56:33 PM,276,135.5555556
807,2/23/2023,6:56:34 PM,276,135.5555556
808,2/23/2023,6:56:35 PM,276,135.5555556
809,2/23/2023,6:56:36 PM,276,135.5555556
810,2/23/2023,6:56:37 PM,276,135.5555556
811,2/23/2023,6:56:38 PM,276,135.5555556
812,2/23/2023,6:56:39 PM,276,135.5555556
813,2/23/2023,6:56:40 PM,276,135.5555556
814,2/23/2023,6:56:41 PM,276,135.5555556
815,2/23/2023,6:56:42 PM,276,135.5555556
816,2/23/2023,6:56:43 PM,276,135.5555556
817,2/23/2023,6:56:44 PM,276,135.5555556
818,2/23/2023,6:56:45 PM,276,135.5555556
819,2/23/2023,6:56:46 PM,276,135.5555556
820,2/23/2023,6:56:47 PM,276,135.5555556
821,2/23/2023,6:56:48 PM,276,135.5555556
822,2/23/2023,6:56:49 PM,276,135.5555556
823,2/23/2023,6:56:50 PM,276,135.5555556
824,2/23/2023,6:56:51 PM,276,135.5555556
825,2/23/2023,6:56:52 PM,276,135.5555556
826,2/23/2023,6:56:53 PM,276,135.5555556
827,2/23/2023,6:56:54 PM,276,135.5555556
828,2/23/2023,6:56:55 PM,276,135.5555556
829,2/23/2023,6:56:56 PM,276,135.5555556
830,2/23/2023,6:56:57 PM,276,135.5555556
831,2/23/2023,6:56:58 PM,276,135.5555556
832,2/23/2023,6:56:59 PM,276,135.5555556
833,2/23/2023,6:57:00 PM,276,135.5555556
834,2/23/2023,6:57:01 PM,276,135.5555556
835,2/23/2023,6:57:02 PM,276,135.5555556
836,2/23/2023,6:57:03 PM,276,135.5555556
837,2/23/2023,6:57:04 PM,276,135.5555556
838,2/23/2023,6:57:05 PM,276,135.5555556
839,2/23/2023,6:57:06 PM,276,135.5555556
840,2/23/2023,6:57:07 PM,276,135.5555556
841,2/23/2023,6:57:08 PM,276,135.5555556
842,2/23/2023,6:57:09 PM,276,135.5555556
843,2/23/2023,6:57:10 PM,276,135.5555556
844,2/23/2023,6:57:11 PM,276,135.5555556
845,2/23/2023,6:57:12 PM,276,135.5555556
846,2/23/2023,6:57:13 PM,276,135.5555556
847,2/23/2023,6:57:14 PM,276,135.5555556
848,2/23/2023,6:57:15 PM,276,135.5555556
849,2/23/2023,6:57:16 PM,276,135.5555556
850,2/23/2023,6:57:17 PM,276,135.5555556
851,2/23/2023,6:57:18 PM,276,135.5555556
852,2/23/2023,6:57:19 PM,276,135.5555556
853,2/23/2023,6:57:20 PM,276,135.5555556
854,2/23/2023,6:57:21 PM,276,135.5555556
855,2/23/2023,6:57:22 PM,276,135.5555556
856,2/23/2023,6:57:23 PM,276,135.5555556
857,2/23/2023,6:57:24 PM,276,135.5555556
858,2/23/2023,6:57:25 PM,276,135.5555556
859,2/23/2023,6:57:26 PM,276,135.5555556
860,2/23/2023,6:57:27 PM,276,135.5555556
861,2/23/2023,6:57:28 PM,276,135.5555556
862,2/23/2023,6:57:29 PM,276,135.5555556
863,2/23/2023,6:57:30 PM,276,135.5555556
864,2/23/2023,6:57:31 PM,276,135.5555556
865,2/23/2023,6:57:32 PM,276,135.5555556
866,2/23/2023,6:57:33 PM,276,135.5555556
867,2/23/2023,6:57:34 PM,276,135.5555556
868,2/23/2023,6:57:35 PM,276,135.5555556
869,2/23/2023,6:57:36 PM,276,135.5555556
870,2/23/2023,6:57:37 PM,276,135.5555556
871,2/23/2023,6:57:38 PM,276,135.5555556
872,2/23/2023,6:57:39 PM,276,135.5555556
873,2/23/2023,6:57:40 PM,276,135.5555556
874,2/23/2023,6:57:41 PM,276,135.5555556
875,2/23/2023,6:57:42 PM,276,135.5555556
876,2/23/2023,6:57:43 PM,276,135.5555556
877,2/23/2023,6:57:44 PM,276,135.5555556
878,2/23/2023,6:57:45 PM,276,135.5555556
879,2/23/2023,6:57:46 PM,276,135.5555556
880,2/23/2023,6:57:47 PM,276,135.5555556
881,2/23/2023,6:57:48 PM,276,135.5555556
882,2/23/2023,6:57:49 PM,276,135.5555556
883,2/23/2023,6:57:50 PM,276,135.5555556
884,2/23/2023,6:57:51 PM,276,135.5555556
885,2/23/2023,6:57:52 PM,276,135.5555556
886,2/23/2023,6:57:53 PM,276,135.5555556
887,2/23/2023,6:57:54 PM,276,135.5555556
888,2/23/2023,6:57:55 PM,276,135.5555556
889,2/23/2023,6:57:56 PM,276,135.5555556
890,2/23/2023,6:57:57 PM,276,135.5555556
891,2/23/2023,6:57:58 PM,276,135.5555556
892,2/23/2023,6:57:59 PM,276,135.5555556
893,2/23/2023,6:58:00 PM,276,135.5555556
894,2/23/2023,6:58:01 PM,276,135.5555556
895,2/23/2023,6:58:02 PM,276,135.5555556
896,2/23/2023,6:58:03 PM,276,135.5555556
897,2/23/2023,6:58:04 PM,276,135.5555556
898,2/23/2023,6:58:05 PM,276,135.5555556
899,2/23/2023,6:58:06 PM,276,135.5555556
900,2/23/2023,6:58:07 PM,276,135.5555556
901,2/23/2023,6:58:08 PM,276,135.5555556
902,2/23/2023,6:58:09 PM,276,135.5555556
903,2/23/2023,6:58:10 PM,276,135.5555556
904,2/23/2023,6:58:11 PM,276,135.5555556
905,2/23/2023,6:58:12 PM,276,135.5555556
906,2/23/2023,6:58:13 PM,276,135.5555556
907,2/23/2023,6:58:14 PM,276,135.5555556
908,2/23/2023,6:58:15 PM,276,135.5555556
909,2/23/2023,6:58:16 PM,276,135.5555556
910,2/23/2023,6:58:17 PM,276,135.5555556
911,2/23/2023,6:58:18 PM,276,135.5555556
912,2/23/2023,6:58:19 PM,276,135.5555556
913,2/23/2023,6:58:20 PM,276,135.5555556
914,2/23/2023,6:58:21 PM,276,135.5555556
915,2/23/2023,6:58:22 PM,276,135.5555556
916,2/23/2023,6:58:23 PM,276,135.5555556
917,2/23/2023,6:58:24 PM,276,135.5555556
918,2/23/2023,6:58:25 PM,276,135.5555556
919,2/23/2023,6:58:26 PM,276,135.5555556
920,2/23/2023,6:58:27 PM,276,135.5555556
921,2/23/2023,6:58:28 PM,276,135.5555556
922,2/23/2023,6:58:29 PM,276,135.5555556
923,2/23/2023,6:58:30 PM,276,135.5555556
924,2/23/2023,6:58:31 PM,276,135.5555556
925,2/23/2023,6:58:32 PM,276,135.5555556
926,2/23/2023,6:58:33 PM,276,135.5555556
927,2/23/2023,6:58:34 PM,276,135.5555556
928,2/23/2023,6:58:35 PM,276,135.5555556
929,2/23/2023,6:58:36 PM,276,135.5555556
930,2/23/2023,6:58:37 PM,276,135.5555556
931,2/23/2023,6:58:38 PM,276,135.5555556
932,2/23/2023,6:58:39 PM,276,135.5555556
933,2/23/2023,6:58:40 PM,276,135.5555556
934,2/23/2023,6:58:41 PM,276,135.5555556
935,2/23/2023,6:58:42 PM,276,135.5555556
936,2/23/2023,6:58:43 PM,276,135.5555556
937,2/23/2023,6:58:44 PM,276,135.5555556
938,2/23/2023,6:58:45 PM,276,135.5555556
939,2/23/2023,6:58:46 PM,276,135.5555556
940,2/23/2023,6:58:47 PM,276,135.5555556
941,2/23/2023,6:58:48 PM,276,135.5555556
942,2/23/2023,6:58:49 PM,276,135.5555556
943,2/23/2023,6:58:50 PM,276,135.5555556
944,2/23/2023,6:58:51 PM,276,135.5555556
945,2/23/2023,6:58:52 PM,276,135.5555556
946,2/23/2023,6:58:53 PM,276,135.5555556
947,2/23/2023,6:58:54 PM,276,135.5555556
948,2/23/2023,6:58:55 PM,276,135.5555556
949,2/23/2023,6:58:56 PM,276,135.5555556
950,2/23/2023,6:58:57 PM,276,135.5555556
951,2/23/2023,6:58:58 PM,276,135.5555556
952,2/23/2023,6:58:59 PM,276,135.5555556
953,2/23/2023,6:59:00 PM,276,135.5555556
954,2/23/2023,6:59:01 PM,276,135.5555556
955,2/23/2023,6:59:02 PM,276,135.5555556
956,2/23/2023,6:59:03 PM,276,135.5555556
957,2/23/2023,6:59:04 PM,276,135.5555556
958,2/23/2023,6:59:05 PM,276,135.5555556
959,2/23/2023,6:59:06 PM,276,135.5555556
960,2/23/2023,6:59:07 PM,276,135.5555556
961,2/23/2023,6:59:08 PM,276,135.5555556
962,2/23/2023,6:59:09 PM,276,135.5555556
963,2/23/2023,6:59:10 PM,276,135.5555556
964,2/23/2023,6:59:11 PM,276,135.5555556
965,2/23/2023,6:59:12 PM,276,135.5555556
966,2/23/2023,6:59:13 PM,276,135.5555556
967,2/23/2023,6:59:14 PM,276,135.5555556
968,2/23/2023,6:59:15 PM,276,135.5555556
969,2/23/2023,6:59:16 PM,276,135.5555556
970,2/23/2023,6:59:17 PM,276,135.5555556
971,2/23/2023,6:59:18 PM,276,135.5555556
972,2/23/2023,6:59:19 PM,276,135.5555556
973,2/23/2023,6:59:20 PM,276,135.5555556
974,2/23/2023,6:59:21 PM,276,135.5555556
975,2/23/2023,6:59:22 PM,276,135.5555556
976,2/23/2023,6:59:23 PM,276,135.5555556
977,2/23/2023,6:59:24 PM,276,135.5555556
978,2/23/2023,6:59:25 PM,276,135.5555556
979,2/23/2023,6:59:26 PM,276,135.5555556
980,2/23/2023,6:59:27 PM,276,135.5555556
981,2/23/2023,6:59:28 PM,276,135.5555556
982,2/23/2023,6:59:29 PM,276,135.5555556
983,2/23/2023,6:59:30 PM,276,135.5555556
984,2/23/2023,6:59:31 PM,276,135.5555556
985,2/23/2023,6:59:32 PM,276,135.5555556
986,2/23/2023,6:59:33 PM,276,135.5555556
987,2/23/2023,6:59:34 PM,276,135.5555556
988,2/23/2023,6:59:35 PM,276,135.5555556
989,2/23/2023,6:59:36 PM,276,135.5555556
990,2/23/2023,6:59:37 PM,276,135.5555556
991,2/23/2023,6:59:38 PM,276,135.5555556
992,2/23/2023,6:59:39 PM,276,135.5555556
993,2/23/2023,6:59:40 PM,276,135.5555556
994,2/23/2023,6:59:41 PM,276,135.5555556
995,2/23/2023,6:59:42 PM,276,135.5555556
996,2/23/2023,6:59:43 PM,276,135.5555556
997,2/23/2023,6:59:44 PM,276,135.5555556
998,2/23/2023,6:59:45 PM,276,135.5555556
999,2/23/2023,6:59:46 PM,276,135.5555556
1000,2/23/2023,6:59:47 PM,276,135.5555556
---------------------------------------------------------------------------------,,,,
