Legend:

1-P =,Untitled 1 Process


Interval:,1,Seconds
DataPoint,LogDate,LogTime,1-P °C
0,2/23/2023,6:20:44 PM,382
1,2/23/2023,6:20:45 PM,380
2,2/23/2023,6:20:46 PM,378
3,2/23/2023,6:20:47 PM,376
4,2/23/2023,6:20:48 PM,374
5,2/23/2023,6:20:49 PM,372
6,2/23/2023,6:20:50 PM,370
7,2/23/2023,6:20:51 PM,368
8,2/23/2023,6:20:52 PM,364
9,2/23/2023,6:20:53 PM,362
10,2/23/2023,6:20:54 PM,361
11,2/23/2023,6:20:55 PM,359
12,2/23/2023,6:20:56 PM,357
13,2/23/2023,6:20:57 PM,356
14,2/23/2023,6:20:58 PM,354
15,2/23/2023,6:20:59 PM,352
16,2/23/2023,6:21:00 PM,352
17,2/23/2023,6:21:01 PM,349
18,2/23/2023,6:21:02 PM,347
19,2/23/2023,6:21:03 PM,344
20,2/23/2023,6:21:04 PM,344
21,2/23/2023,6:21:05 PM,342
22,2/23/2023,6:21:06 PM,341
23,2/23/2023,6:21:07 PM,339
24,2/23/2023,6:21:08 PM,339
25,2/23/2023,6:21:09 PM,336
26,2/23/2023,6:21:10 PM,336
27,2/23/2023,6:21:11 PM,333
28,2/23/2023,6:21:12 PM,331
29,2/23/2023,6:21:13 PM,331
30,2/23/2023,6:21:14 PM,329
31,2/23/2023,6:21:15 PM,327
32,2/23/2023,6:21:16 PM,327
33,2/23/2023,6:21:17 PM,325
34,2/23/2023,6:21:18 PM,323
35,2/23/2023,6:21:19 PM,323
36,2/23/2023,6:21:20 PM,321
37,2/23/2023,6:21:21 PM,321
38,2/23/2023,6:21:22 PM,319
39,2/23/2023,6:21:23 PM,317
40,2/23/2023,6:21:24 PM,317
41,2/23/2023,6:21:25 PM,314
42,2/23/2023,6:21:26 PM,313
43,2/23/2023,6:21:27 PM,313
44,2/23/2023,6:21:28 PM,313
45,2/23/2023,6:21:29 PM,310
46,2/23/2023,6:21:30 PM,310
47,2/23/2023,6:21:31 PM,308
48,2/23/2023,6:21:32 PM,308
49,2/23/2023,6:21:33 PM,305
50,2/23/2023,6:21:34 PM,305
51,2/23/2023,6:21:35 PM,305
52,2/23/2023,6:21:36 PM,302
53,2/23/2023,6:21:37 PM,302
54,2/23/2023,6:21:38 PM,300
55,2/23/2023,6:21:39 PM,300
56,2/23/2023,6:21:40 PM,298
57,2/23/2023,6:21:41 PM,298
58,2/23/2023,6:21:42 PM,295
59,2/23/2023,6:21:43 PM,295
60,2/23/2023,6:21:44 PM,295
61,2/23/2023,6:21:45 PM,292
62,2/23/2023,6:21:46 PM,292
63,2/23/2023,6:21:47 PM,292
64,2/23/2023,6:21:48 PM,290
65,2/23/2023,6:21:49 PM,290
66,2/23/2023,6:21:50 PM,288
67,2/23/2023,6:21:51 PM,288
68,2/23/2023,6:21:52 PM,286
69,2/23/2023,6:21:53 PM,285
70,2/23/2023,6:21:54 PM,285
71,2/23/2023,6:21:55 PM,283
72,2/23/2023,6:21:56 PM,283
73,2/23/2023,6:21:57 PM,281
74,2/23/2023,6:21:58 PM,281
75,2/23/2023,6:21:59 PM,279
76,2/23/2023,6:22:00 PM,279
77,2/23/2023,6:22:01 PM,279
78,2/23/2023,6:22:02 PM,277
79,2/23/2023,6:22:03 PM,277
80,2/23/2023,6:22:04 PM,274
81,2/23/2023,6:22:05 PM,274
82,2/23/2023,6:22:06 PM,274
83,2/23/2023,6:22:07 PM,272
84,2/23/2023,6:22:08 PM,272
85,2/23/2023,6:22:09 PM,270
86,2/23/2023,6:22:10 PM,270
87,2/23/2023,6:22:11 PM,270
88,2/23/2023,6:22:12 PM,268
89,2/23/2023,6:22:13 PM,268
90,2/23/2023,6:22:14 PM,268
91,2/23/2023,6:22:15 PM,266
92,2/23/2023,6:22:16 PM,266
93,2/23/2023,6:22:17 PM,265
94,2/23/2023,6:22:18 PM,263
95,2/23/2023,6:22:19 PM,263
96,2/23/2023,6:22:20 PM,261
97,2/23/2023,6:22:21 PM,261
98,2/23/2023,6:22:22 PM,261
99,2/23/2023,6:22:23 PM,259
100,2/23/2023,6:22:24 PM,259
101,2/23/2023,6:22:25 PM,259
102,2/23/2023,6:22:26 PM,259
103,2/23/2023,6:22:27 PM,257
104,2/23/2023,6:22:28 PM,257
105,2/23/2023,6:22:29 PM,256
106,2/23/2023,6:22:30 PM,254
107,2/23/2023,6:22:31 PM,254
108,2/23/2023,6:22:32 PM,254
109,2/23/2023,6:22:33 PM,254
110,2/23/2023,6:22:34 PM,252
111,2/23/2023,6:22:35 PM,252
112,2/23/2023,6:22:36 PM,251
113,2/23/2023,6:22:37 PM,249
114,2/23/2023,6:22:38 PM,249
115,2/23/2023,6:22:39 PM,249
116,2/23/2023,6:22:40 PM,247
117,2/23/2023,6:22:41 PM,247
118,2/23/2023,6:22:42 PM,247
119,2/23/2023,6:22:43 PM,247
120,2/23/2023,6:22:44 PM,245
121,2/23/2023,6:22:45 PM,245
122,2/23/2023,6:22:46 PM,245
123,2/23/2023,6:22:47 PM,243
124,2/23/2023,6:22:48 PM,243
125,2/23/2023,6:22:49 PM,242
126,2/23/2023,6:22:50 PM,240
127,2/23/2023,6:22:51 PM,240
128,2/23/2023,6:22:52 PM,240
129,2/23/2023,6:22:53 PM,240
130,2/23/2023,6:22:54 PM,238
131,2/23/2023,6:22:55 PM,238
132,2/23/2023,6:22:56 PM,238
133,2/23/2023,6:22:57 PM,238
134,2/23/2023,6:22:58 PM,236
