Legend:,,,,
,,,,
1-P =,Untitled 1 Process,,,
,,,,
,,,,
Interval:,1,Seconds,,
DataPoint,LogDate,LogTime,1-P °F,celsius 
521,2/23/2023,6:31:04 PM,360,182.2222222
522,2/23/2023,6:31:05 PM,360,182.2222222
523,2/23/2023,6:31:06 PM,360,182.2222222
524,2/23/2023,6:31:07 PM,360,182.2222222
525,2/23/2023,6:31:08 PM,360,182.2222222
526,2/23/2023,6:31:09 PM,359,181.6666667
527,2/23/2023,6:31:10 PM,359,181.6666667
528,2/23/2023,6:31:11 PM,359,181.6666667
529,2/23/2023,6:31:12 PM,358,181.1111111
530,2/23/2023,6:31:13 PM,358,181.1111111
531,2/23/2023,6:31:14 PM,358,181.1111111
532,2/23/2023,6:31:15 PM,358,181.1111111
533,2/23/2023,6:31:16 PM,357,180.5555556
534,2/23/2023,6:31:17 PM,357,180.5555556
535,2/23/2023,6:31:18 PM,357,180.5555556
536,2/23/2023,6:31:19 PM,357,180.5555556
537,2/23/2023,6:31:20 PM,356,180
538,2/23/2023,6:31:21 PM,356,180
539,2/23/2023,6:31:22 PM,353,178.3333333
540,2/23/2023,6:31:23 PM,353,178.3333333
541,2/23/2023,6:31:24 PM,353,178.3333333
542,2/23/2023,6:31:25 PM,353,178.3333333
543,2/23/2023,6:31:26 PM,353,178.3333333
544,2/23/2023,6:31:27 PM,353,178.3333333
545,2/23/2023,6:31:28 PM,353,178.3333333
546,2/23/2023,6:31:29 PM,352,177.7777778
547,2/23/2023,6:31:30 PM,352,177.7777778
548,2/23/2023,6:31:31 PM,352,177.7777778
549,2/23/2023,6:31:32 PM,352,177.7777778
550,2/23/2023,6:31:33 PM,352,177.7777778
551,2/23/2023,6:31:34 PM,352,177.7777778
552,2/23/2023,6:31:35 PM,351,177.2222222
553,2/23/2023,6:31:36 PM,351,177.2222222
554,2/23/2023,6:31:37 PM,351,177.2222222
555,2/23/2023,6:31:38 PM,351,177.2222222
556,2/23/2023,6:31:39 PM,350,176.6666667
557,2/23/2023,6:31:40 PM,350,176.6666667
558,2/23/2023,6:31:41 PM,350,176.6666667
559,2/23/2023,6:31:42 PM,350,176.6666667
560,2/23/2023,6:31:43 PM,349,176.1111111
561,2/23/2023,6:31:44 PM,349,176.1111111
562,2/23/2023,6:31:45 PM,349,176.1111111
563,2/23/2023,6:31:46 PM,349,176.1111111
564,2/23/2023,6:31:47 PM,349,176.1111111
565,2/23/2023,6:31:48 PM,348,175.5555556
566,2/23/2023,6:31:49 PM,348,175.5555556
567,2/23/2023,6:31:50 PM,348,175.5555556
568,2/23/2023,6:31:51 PM,347,175
569,2/23/2023,6:31:52 PM,347,175
570,2/23/2023,6:31:53 PM,347,175
571,2/23/2023,6:31:54 PM,347,175
572,2/23/2023,6:31:55 PM,346,174.4444444
573,2/23/2023,6:31:56 PM,343,172.7777778
574,2/23/2023,6:31:57 PM,343,172.7777778
575,2/23/2023,6:31:58 PM,343,172.7777778
576,2/23/2023,6:31:59 PM,343,172.7777778
577,2/23/2023,6:32:00 PM,343,172.7777778
578,2/23/2023,6:32:01 PM,343,172.7777778
579,2/23/2023,6:32:02 PM,343,172.7777778
580,2/23/2023,6:32:03 PM,343,172.7777778
581,2/23/2023,6:32:04 PM,342,172.2222222
582,2/23/2023,6:32:05 PM,342,172.2222222
583,2/23/2023,6:32:06 PM,342,172.2222222
584,2/23/2023,6:32:07 PM,342,172.2222222
585,2/23/2023,6:32:08 PM,342,172.2222222
586,2/23/2023,6:32:09 PM,341,171.6666667
587,2/23/2023,6:32:10 PM,341,171.6666667
588,2/23/2023,6:32:11 PM,341,171.6666667
589,2/23/2023,6:32:12 PM,341,171.6666667
590,2/23/2023,6:32:13 PM,340,171.1111111
591,2/23/2023,6:32:14 PM,340,171.1111111
592,2/23/2023,6:32:15 PM,340,171.1111111
593,2/23/2023,6:32:16 PM,340,171.1111111
594,2/23/2023,6:32:17 PM,339,170.5555556
595,2/23/2023,6:32:18 PM,339,170.5555556
596,2/23/2023,6:32:19 PM,339,170.5555556
597,2/23/2023,6:32:20 PM,339,170.5555556
598,2/23/2023,6:32:21 PM,338,170
599,2/23/2023,6:32:22 PM,335,168.3333333
600,2/23/2023,6:32:23 PM,335,168.3333333
601,2/23/2023,6:32:24 PM,335,168.3333333
602,2/23/2023,6:32:25 PM,335,168.3333333
603,2/23/2023,6:32:26 PM,335,168.3333333
604,2/23/2023,6:32:27 PM,335,168.3333333
605,2/23/2023,6:32:28 PM,335,168.3333333
606,2/23/2023,6:32:29 PM,335,168.3333333
607,2/23/2023,6:32:30 PM,334,167.7777778
608,2/23/2023,6:32:31 PM,334,167.7777778
609,2/23/2023,6:32:32 PM,334,167.7777778
610,2/23/2023,6:32:33 PM,334,167.7777778
611,2/23/2023,6:32:34 PM,334,167.7777778
612,2/23/2023,6:32:35 PM,333,167.2222222
613,2/23/2023,6:32:36 PM,333,167.2222222
614,2/23/2023,6:32:37 PM,333,167.2222222
615,2/23/2023,6:32:38 PM,332,166.6666667
616,2/23/2023,6:32:39 PM,332,166.6666667
617,2/23/2023,6:32:40 PM,332,166.6666667
618,2/23/2023,6:32:41 PM,332,166.6666667
619,2/23/2023,6:32:42 PM,331,166.1111111
620,2/23/2023,6:32:43 PM,331,166.1111111
621,2/23/2023,6:32:44 PM,331,166.1111111
622,2/23/2023,6:32:45 PM,328,164.4444444
623,2/23/2023,6:32:46 PM,328,164.4444444
624,2/23/2023,6:32:47 PM,328,164.4444444
625,2/23/2023,6:32:48 PM,328,164.4444444
626,2/23/2023,6:32:49 PM,328,164.4444444
627,2/23/2023,6:32:50 PM,328,164.4444444
628,2/23/2023,6:32:51 PM,328,164.4444444
629,2/23/2023,6:32:52 PM,327,163.8888889
630,2/23/2023,6:32:53 PM,327,163.8888889
631,2/23/2023,6:32:54 PM,327,163.8888889
632,2/23/2023,6:32:55 PM,327,163.8888889
633,2/23/2023,6:32:56 PM,327,163.8888889
634,2/23/2023,6:32:57 PM,326,163.3333333
635,2/23/2023,6:32:58 PM,326,163.3333333
636,2/23/2023,6:32:59 PM,326,163.3333333
637,2/23/2023,6:33:00 PM,326,163.3333333
638,2/23/2023,6:33:01 PM,325,162.7777778
639,2/23/2023,6:33:02 PM,325,162.7777778
640,2/23/2023,6:33:03 PM,325,162.7777778
641,2/23/2023,6:33:04 PM,325,162.7777778
642,2/23/2023,6:33:05 PM,324,162.2222222
643,2/23/2023,6:33:06 PM,324,162.2222222
644,2/23/2023,6:33:07 PM,324,162.2222222
645,2/23/2023,6:33:08 PM,323,161.6666667
646,2/23/2023,6:33:09 PM,323,161.6666667
647,2/23/2023,6:33:10 PM,320,160
648,2/23/2023,6:33:11 PM,320,160
649,2/23/2023,6:33:12 PM,320,160
650,2/23/2023,6:33:13 PM,320,160
651,2/23/2023,6:33:14 PM,320,160
652,2/23/2023,6:33:15 PM,320,160
653,2/23/2023,6:33:16 PM,320,160
654,2/23/2023,6:33:17 PM,319,159.4444444
655,2/23/2023,6:33:18 PM,319,159.4444444
656,2/23/2023,6:33:19 PM,319,159.4444444
657,2/23/2023,6:33:20 PM,319,159.4444444
658,2/23/2023,6:33:21 PM,319,159.4444444
659,2/23/2023,6:33:22 PM,319,159.4444444
660,2/23/2023,6:33:23 PM,318,158.8888889
661,2/23/2023,6:33:24 PM,318,158.8888889
662,2/23/2023,6:33:25 PM,318,158.8888889
663,2/23/2023,6:33:26 PM,318,158.8888889
664,2/23/2023,6:33:27 PM,317,158.3333333
665,2/23/2023,6:33:28 PM,317,158.3333333
666,2/23/2023,6:33:29 PM,317,158.3333333
667,2/23/2023,6:33:30 PM,317,158.3333333
668,2/23/2023,6:33:31 PM,316,157.7777778
669,2/23/2023,6:33:32 PM,313,156.1111111
670,2/23/2023,6:33:33 PM,313,156.1111111
671,2/23/2023,6:33:34 PM,313,156.1111111
672,2/23/2023,6:33:35 PM,313,156.1111111
673,2/23/2023,6:33:36 PM,313,156.1111111
674,2/23/2023,6:33:37 PM,313,156.1111111
675,2/23/2023,6:33:38 PM,313,156.1111111
676,2/23/2023,6:33:39 PM,312,155.5555556
677,2/23/2023,6:33:40 PM,312,155.5555556
678,2/23/2023,6:33:41 PM,312,155.5555556
679,2/23/2023,6:33:42 PM,312,155.5555556
680,2/23/2023,6:33:43 PM,312,155.5555556
681,2/23/2023,6:33:44 PM,311,155
682,2/23/2023,6:33:45 PM,311,155
683,2/23/2023,6:33:46 PM,311,155
684,2/23/2023,6:33:47 PM,311,155
685,2/23/2023,6:33:48 PM,311,155
686,2/23/2023,6:33:49 PM,310,154.4444444
687,2/23/2023,6:33:50 PM,310,154.4444444
688,2/23/2023,6:33:51 PM,310,154.4444444
689,2/23/2023,6:33:52 PM,310,154.4444444
690,2/23/2023,6:33:53 PM,309,153.8888889
691,2/23/2023,6:33:54 PM,306,152.2222222
692,2/23/2023,6:33:55 PM,306,152.2222222
693,2/23/2023,6:33:56 PM,306,152.2222222
694,2/23/2023,6:33:57 PM,306,152.2222222
695,2/23/2023,6:33:58 PM,306,152.2222222
696,2/23/2023,6:33:59 PM,306,152.2222222
697,2/23/2023,6:34:00 PM,306,152.2222222
698,2/23/2023,6:34:01 PM,306,152.2222222
699,2/23/2023,6:34:02 PM,305,151.6666667
700,2/23/2023,6:34:03 PM,305,151.6666667
701,2/23/2023,6:34:04 PM,305,151.6666667
702,2/23/2023,6:34:05 PM,305,151.6666667
703,2/23/2023,6:34:06 PM,305,151.6666667
704,2/23/2023,6:34:07 PM,304,151.1111111
705,2/23/2023,6:34:08 PM,304,151.1111111
706,2/23/2023,6:34:09 PM,304,151.1111111
707,2/23/2023,6:34:10 PM,304,151.1111111
708,2/23/2023,6:34:11 PM,304,151.1111111
709,2/23/2023,6:34:12 PM,303,150.5555556
710,2/23/2023,6:34:13 PM,303,150.5555556
711,2/23/2023,6:34:14 PM,303,150.5555556
712,2/23/2023,6:34:15 PM,303,150.5555556
713,2/23/2023,6:34:16 PM,302,150
714,2/23/2023,6:34:17 PM,302,150
715,2/23/2023,6:34:18 PM,302,150
716,2/23/2023,6:34:19 PM,302,150
717,2/23/2023,6:34:20 PM,301,149.4444444
718,2/23/2023,6:34:21 PM,301,149.4444444
719,2/23/2023,6:34:22 PM,298,147.7777778
720,2/23/2023,6:34:23 PM,298,147.7777778
721,2/23/2023,6:34:24 PM,298,147.7777778
722,2/23/2023,6:34:25 PM,298,147.7777778
723,2/23/2023,6:34:26 PM,298,147.7777778
724,2/23/2023,6:34:27 PM,298,147.7777778
725,2/23/2023,6:34:28 PM,298,147.7777778
726,2/23/2023,6:34:29 PM,297,147.2222222
727,2/23/2023,6:34:30 PM,297,147.2222222
728,2/23/2023,6:34:31 PM,297,147.2222222
729,2/23/2023,6:34:32 PM,297,147.2222222
730,2/23/2023,6:34:33 PM,297,147.2222222
731,2/23/2023,6:34:34 PM,297,147.2222222
732,2/23/2023,6:34:35 PM,296,146.6666667
733,2/23/2023,6:34:36 PM,296,146.6666667
734,2/23/2023,6:34:37 PM,296,146.6666667
735,2/23/2023,6:34:38 PM,296,146.6666667
736,2/23/2023,6:34:39 PM,296,146.6666667
737,2/23/2023,6:34:40 PM,295,146.1111111
738,2/23/2023,6:34:41 PM,295,146.1111111
739,2/23/2023,6:34:42 PM,295,146.1111111
740,2/23/2023,6:34:43 PM,295,146.1111111
741,2/23/2023,6:34:44 PM,294,145.5555556
742,2/23/2023,6:34:45 PM,294,145.5555556
743,2/23/2023,6:34:46 PM,294,145.5555556
744,2/23/2023,6:34:47 PM,293,145
745,2/23/2023,6:34:48 PM,293,145
746,2/23/2023,6:34:49 PM,290,143.3333333
747,2/23/2023,6:34:50 PM,290,143.3333333
748,2/23/2023,6:34:51 PM,290,143.3333333
749,2/23/2023,6:34:52 PM,290,143.3333333
750,2/23/2023,6:34:53 PM,290,143.3333333
751,2/23/2023,6:34:54 PM,290,143.3333333
752,2/23/2023,6:34:55 PM,290,143.3333333
753,2/23/2023,6:34:56 PM,289,142.7777778
754,2/23/2023,6:34:57 PM,289,142.7777778
755,2/23/2023,6:34:58 PM,289,142.7777778
756,2/23/2023,6:34:59 PM,289,142.7777778
757,2/23/2023,6:35:00 PM,289,142.7777778
758,2/23/2023,6:35:01 PM,288,142.2222222
759,2/23/2023,6:35:02 PM,288,142.2222222
760,2/23/2023,6:35:03 PM,285,140.5555556
761,2/23/2023,6:35:04 PM,285,140.5555556
762,2/23/2023,6:35:05 PM,285,140.5555556
763,2/23/2023,6:35:06 PM,285,140.5555556
764,2/23/2023,6:35:07 PM,285,140.5555556
765,2/23/2023,6:35:08 PM,285,140.5555556
766,2/23/2023,6:35:09 PM,285,140.5555556
767,2/23/2023,6:35:10 PM,284,140
768,2/23/2023,6:35:11 PM,284,140
769,2/23/2023,6:35:12 PM,284,140
770,2/23/2023,6:35:13 PM,284,140
771,2/23/2023,6:35:14 PM,284,140
772,2/23/2023,6:35:15 PM,283,139.4444444
773,2/23/2023,6:35:16 PM,283,139.4444444
774,2/23/2023,6:35:17 PM,283,139.4444444
775,2/23/2023,6:35:18 PM,283,139.4444444
776,2/23/2023,6:35:19 PM,283,139.4444444
777,2/23/2023,6:35:20 PM,282,138.8888889
778,2/23/2023,6:35:21 PM,282,138.8888889
779,2/23/2023,6:35:22 PM,282,138.8888889
780,2/23/2023,6:35:23 PM,281,138.3333333
781,2/23/2023,6:35:24 PM,281,138.3333333
782,2/23/2023,6:35:25 PM,278,136.6666667
783,2/23/2023,6:35:26 PM,278,136.6666667
784,2/23/2023,6:35:27 PM,278,136.6666667
785,2/23/2023,6:35:28 PM,278,136.6666667
786,2/23/2023,6:35:29 PM,278,136.6666667
787,2/23/2023,6:35:30 PM,278,136.6666667
788,2/23/2023,6:35:31 PM,278,136.6666667
789,2/23/2023,6:35:32 PM,277,136.1111111
790,2/23/2023,6:35:33 PM,277,136.1111111
791,2/23/2023,6:35:34 PM,277,136.1111111
792,2/23/2023,6:35:35 PM,277,136.1111111
---------------------------------------------------------------------------------,,,,-17.77777778
