Legend:

1-P =,Untitled 1 Process


Interval:,1,Seconds
DataPoint,LogDate,LogTime,1-P °C
0,2/23/2023,7:21:04 PM,358
1,2/23/2023,7:21:05 PM,355
2,2/23/2023,7:21:06 PM,353
3,2/23/2023,7:21:07 PM,353
4,2/23/2023,7:21:08 PM,350
5,2/23/2023,7:21:09 PM,348
6,2/23/2023,7:21:10 PM,347
7,2/23/2023,7:21:11 PM,347
8,2/23/2023,7:21:12 PM,343
9,2/23/2023,7:21:13 PM,341
10,2/23/2023,7:21:14 PM,339
11,2/23/2023,7:21:15 PM,339
12,2/23/2023,7:21:16 PM,336
13,2/23/2023,7:21:17 PM,336
14,2/23/2023,7:21:18 PM,334
15,2/23/2023,7:21:19 PM,332
16,2/23/2023,7:21:20 PM,330
17,2/23/2023,7:21:21 PM,330
18,2/23/2023,7:21:22 PM,328
19,2/23/2023,7:21:23 PM,326
20,2/23/2023,7:21:24 PM,325
21,2/23/2023,7:21:25 PM,323
22,2/23/2023,7:21:26 PM,323
23,2/23/2023,7:21:27 PM,321
24,2/23/2023,7:21:28 PM,321
25,2/23/2023,7:21:29 PM,318
26,2/23/2023,7:21:30 PM,316
27,2/23/2023,7:21:31 PM,316
28,2/23/2023,7:21:32 PM,314
29,2/23/2023,7:21:33 PM,314
30,2/23/2023,7:21:34 PM,312
31,2/23/2023,7:21:35 PM,312
32,2/23/2023,7:21:36 PM,311
33,2/23/2023,7:21:37 PM,309
34,2/23/2023,7:21:38 PM,309
35,2/23/2023,7:21:39 PM,306
36,2/23/2023,7:21:40 PM,306
37,2/23/2023,7:21:41 PM,303
38,2/23/2023,7:21:42 PM,303
39,2/23/2023,7:21:43 PM,301
40,2/23/2023,7:21:44 PM,301
41,2/23/2023,7:21:45 PM,301
42,2/23/2023,7:21:46 PM,298
43,2/23/2023,7:21:47 PM,298
44,2/23/2023,7:21:48 PM,298
45,2/23/2023,7:21:49 PM,296
46,2/23/2023,7:21:50 PM,295
47,2/23/2023,7:21:51 PM,293
48,2/23/2023,7:21:52 PM,293
49,2/23/2023,7:21:53 PM,291
50,2/23/2023,7:21:54 PM,291
51,2/23/2023,7:21:55 PM,290
52,2/23/2023,7:21:56 PM,288
53,2/23/2023,7:21:57 PM,288
54,2/23/2023,7:21:58 PM,288
55,2/23/2023,7:21:59 PM,286
56,2/23/2023,7:22:00 PM,285
57,2/23/2023,7:22:01 PM,283
58,2/23/2023,7:22:02 PM,283
59,2/23/2023,7:22:03 PM,283
60,2/23/2023,7:22:04 PM,281
61,2/23/2023,7:22:05 PM,281
62,2/23/2023,7:22:06 PM,279
63,2/23/2023,7:22:07 PM,279
64,2/23/2023,7:22:08 PM,279
65,2/23/2023,7:22:09 PM,277
66,2/23/2023,7:22:10 PM,276
67,2/23/2023,7:22:11 PM,274
68,2/23/2023,7:22:12 PM,274
69,2/23/2023,7:22:13 PM,274
70,2/23/2023,7:22:14 PM,272
71,2/23/2023,7:22:15 PM,272
72,2/23/2023,7:22:16 PM,272
73,2/23/2023,7:22:17 PM,270
74,2/23/2023,7:22:18 PM,270
75,2/23/2023,7:22:19 PM,268
76,2/23/2023,7:22:20 PM,268
77,2/23/2023,7:22:21 PM,268
78,2/23/2023,7:22:22 PM,266
79,2/23/2023,7:22:23 PM,265
80,2/23/2023,7:22:24 PM,265
81,2/23/2023,7:22:25 PM,265
82,2/23/2023,7:22:26 PM,263
83,2/23/2023,7:22:27 PM,263
84,2/23/2023,7:22:28 PM,261
85,2/23/2023,7:22:29 PM,261
86,2/23/2023,7:22:30 PM,260
87,2/23/2023,7:22:31 PM,260
88,2/23/2023,7:22:32 PM,258
89,2/23/2023,7:22:33 PM,258
90,2/23/2023,7:22:34 PM,258
91,2/23/2023,7:22:35 PM,256
92,2/23/2023,7:22:36 PM,256
93,2/23/2023,7:22:37 PM,256
94,2/23/2023,7:22:38 PM,254
95,2/23/2023,7:22:39 PM,254
96,2/23/2023,7:22:40 PM,254
97,2/23/2023,7:22:41 PM,252
98,2/23/2023,7:22:42 PM,252
99,2/23/2023,7:22:43 PM,251
100,2/23/2023,7:22:44 PM,249
101,2/23/2023,7:22:45 PM,249
102,2/23/2023,7:22:46 PM,249
103,2/23/2023,7:22:47 PM,249
104,2/23/2023,7:22:48 PM,247
105,2/23/2023,7:22:49 PM,247
106,2/23/2023,7:22:50 PM,247
107,2/23/2023,7:22:51 PM,245
108,2/23/2023,7:22:52 PM,245
109,2/23/2023,7:22:53 PM,245
110,2/23/2023,7:22:54 PM,245
111,2/23/2023,7:22:55 PM,243
112,2/23/2023,7:22:56 PM,243
113,2/23/2023,7:22:57 PM,243
114,2/23/2023,7:22:58 PM,241
115,2/23/2023,7:22:59 PM,241
116,2/23/2023,7:23:00 PM,240
117,2/23/2023,7:23:01 PM,240
118,2/23/2023,7:23:02 PM,240
119,2/23/2023,7:23:03 PM,240
120,2/23/2023,7:23:04 PM,238
121,2/23/2023,7:23:05 PM,238
122,2/23/2023,7:23:06 PM,238
123,2/23/2023,7:23:07 PM,238
124,2/23/2023,7:23:08 PM,238
125,2/23/2023,7:23:09 PM,238
126,2/23/2023,7:23:10 PM,238
127,2/23/2023,7:23:11 PM,238
128,2/23/2023,7:23:12 PM,238
129,2/23/2023,7:23:13 PM,238
130,2/23/2023,7:23:14 PM,238
131,2/23/2023,7:23:15 PM,238
132,2/23/2023,7:23:16 PM,238
133,2/23/2023,7:23:17 PM,238
134,2/23/2023,7:23:18 PM,238
135,2/23/2023,7:23:19 PM,238
136,2/23/2023,7:23:20 PM,237
137,2/23/2023,7:23:21 PM,237
138,2/23/2023,7:23:22 PM,236
139,2/23/2023,7:23:23 PM,236
140,2/23/2023,7:23:24 PM,236
141,2/23/2023,7:23:25 PM,236
142,2/23/2023,7:23:26 PM,236
143,2/23/2023,7:23:27 PM,236
144,2/23/2023,7:23:28 PM,235
145,2/23/2023,7:23:29 PM,235
146,2/23/2023,7:23:30 PM,235
147,2/23/2023,7:23:31 PM,235
148,2/23/2023,7:23:32 PM,235
149,2/23/2023,7:23:33 PM,235
150,2/23/2023,7:23:34 PM,235
151,2/23/2023,7:23:35 PM,235
152,2/23/2023,7:23:36 PM,233
153,2/23/2023,7:23:37 PM,233
154,2/23/2023,7:23:38 PM,233
155,2/23/2023,7:23:39 PM,233
156,2/23/2023,7:23:40 PM,233
157,2/23/2023,7:23:41 PM,232
158,2/23/2023,7:23:42 PM,232
159,2/23/2023,7:23:43 PM,232
160,2/23/2023,7:23:44 PM,232
161,2/23/2023,7:23:45 PM,232
162,2/23/2023,7:23:46 PM,232
163,2/23/2023,7:23:47 PM,232
164,2/23/2023,7:23:48 PM,231
165,2/23/2023,7:23:49 PM,229
166,2/23/2023,7:23:50 PM,229
167,2/23/2023,7:23:51 PM,229
168,2/23/2023,7:23:52 PM,229
169,2/23/2023,7:23:53 PM,229
170,2/23/2023,7:23:54 PM,229
171,2/23/2023,7:23:55 PM,229
172,2/23/2023,7:23:56 PM,229
173,2/23/2023,7:23:57 PM,229
174,2/23/2023,7:23:58 PM,229
175,2/23/2023,7:23:59 PM,229
176,2/23/2023,7:24:00 PM,228
177,2/23/2023,7:24:01 PM,227
178,2/23/2023,7:24:02 PM,227
179,2/23/2023,7:24:03 PM,227
180,2/23/2023,7:24:04 PM,227
181,2/23/2023,7:24:05 PM,226
182,2/23/2023,7:24:06 PM,226
183,2/23/2023,7:24:07 PM,226
184,2/23/2023,7:24:08 PM,226
185,2/23/2023,7:24:09 PM,226
186,2/23/2023,7:24:10 PM,226
187,2/23/2023,7:24:11 PM,226
188,2/23/2023,7:24:12 PM,226
189,2/23/2023,7:24:13 PM,224
190,2/23/2023,7:24:14 PM,224
191,2/23/2023,7:24:15 PM,224
192,2/23/2023,7:24:16 PM,224
193,2/23/2023,7:24:17 PM,224
194,2/23/2023,7:24:18 PM,224
195,2/23/2023,7:24:19 PM,224
196,2/23/2023,7:24:20 PM,223
197,2/23/2023,7:24:21 PM,223
198,2/23/2023,7:24:22 PM,223
199,2/23/2023,7:24:23 PM,223
200,2/23/2023,7:24:24 PM,223
201,2/23/2023,7:24:25 PM,223
202,2/23/2023,7:24:26 PM,223
203,2/23/2023,7:24:27 PM,222
204,2/23/2023,7:24:28 PM,222
205,2/23/2023,7:24:29 PM,221
206,2/23/2023,7:24:30 PM,221
207,2/23/2023,7:24:31 PM,221
208,2/23/2023,7:24:32 PM,221
209,2/23/2023,7:24:33 PM,220
210,2/23/2023,7:24:34 PM,220
211,2/23/2023,7:24:35 PM,220
212,2/23/2023,7:24:36 PM,220
213,2/23/2023,7:24:37 PM,220
214,2/23/2023,7:24:38 PM,220
215,2/23/2023,7:24:39 PM,220
216,2/23/2023,7:24:40 PM,220
217,2/23/2023,7:24:41 PM,220
218,2/23/2023,7:24:42 PM,219
219,2/23/2023,7:24:43 PM,219
