Legend:,,,,
,,,,
1-P =,Untitled 1 Process,,,
59,2/23/2023,7:15:27 PM,634,334.4444444
60,2/23/2023,7:15:28 PM,634,334.4444444
61,2/23/2023,7:15:29 PM,629,331.6666667
62,2/23/2023,7:15:30 PM,629,331.6666667
63,2/23/2023,7:15:31 PM,625,329.4444444
64,2/23/2023,7:15:32 PM,625,329.4444444
65,2/23/2023,7:15:33 PM,625,329.4444444
66,2/23/2023,7:15:34 PM,620,326.6666667
67,2/23/2023,7:15:35 PM,620,326.6666667
68,2/23/2023,7:15:36 PM,615,323.8888889
69,2/23/2023,7:15:37 PM,615,323.8888889
70,2/23/2023,7:15:38 PM,611,321.6666667
71,2/23/2023,7:15:39 PM,611,321.6666667
72,2/23/2023,7:15:40 PM,611,321.6666667
73,2/23/2023,7:15:41 PM,606,318.8888889
74,2/23/2023,7:15:42 PM,606,318.8888889
75,2/23/2023,7:15:43 PM,606,318.8888889
76,2/23/2023,7:15:44 PM,601,316.1111111
77,2/23/2023,7:15:45 PM,601,316.1111111
78,2/23/2023,7:15:46 PM,596,313.3333333
79,2/23/2023,7:15:47 PM,596,313.3333333
80,2/23/2023,7:15:48 PM,596,313.3333333
81,2/23/2023,7:15:49 PM,591,310.5555556
82,2/23/2023,7:15:50 PM,591,310.5555556
83,2/23/2023,7:15:51 PM,591,310.5555556
84,2/23/2023,7:15:52 PM,587,308.3333333
85,2/23/2023,7:15:53 PM,587,308.3333333
86,2/23/2023,7:15:54 PM,587,308.3333333
87,2/23/2023,7:15:55 PM,582,305.5555556
88,2/23/2023,7:15:56 PM,582,305.5555556
89,2/23/2023,7:15:57 PM,578,303.3333333
90,2/23/2023,7:15:58 PM,578,303.3333333
91,2/23/2023,7:15:59 PM,574,301.1111111
92,2/23/2023,7:16:00 PM,574,301.1111111
93,2/23/2023,7:16:01 PM,574,301.1111111
94,2/23/2023,7:16:02 PM,570,298.8888889
95,2/23/2023,7:16:03 PM,570,298.8888889
96,2/23/2023,7:16:04 PM,566,296.6666667
97,2/23/2023,7:16:05 PM,566,296.6666667
98,2/23/2023,7:16:06 PM,566,296.6666667
99,2/23/2023,7:16:07 PM,562,294.4444444
100,2/23/2023,7:16:08 PM,562,294.4444444
101,2/23/2023,7:16:09 PM,562,294.4444444
102,2/23/2023,7:16:10 PM,558,292.2222222
103,2/23/2023,7:16:11 PM,558,292.2222222
104,2/23/2023,7:16:12 PM,558,292.2222222
105,2/23/2023,7:16:13 PM,554,290
106,2/23/2023,7:16:14 PM,554,290
107,2/23/2023,7:16:15 PM,554,290
108,2/23/2023,7:16:16 PM,550,287.7777778
109,2/23/2023,7:16:17 PM,550,287.7777778
110,2/23/2023,7:16:18 PM,546,285.5555556
111,2/23/2023,7:16:19 PM,546,285.5555556
112,2/23/2023,7:16:20 PM,546,285.5555556
113,2/23/2023,7:16:21 PM,542,283.3333333
114,2/23/2023,7:16:22 PM,542,283.3333333
115,2/23/2023,7:16:23 PM,542,283.3333333
116,2/23/2023,7:16:24 PM,538,281.1111111
117,2/23/2023,7:16:25 PM,538,281.1111111
118,2/23/2023,7:16:26 PM,537,280.5555556
119,2/23/2023,7:16:27 PM,533,278.3333333
120,2/23/2023,7:16:28 PM,533,278.3333333
121,2/23/2023,7:16:29 PM,533,278.3333333
122,2/23/2023,7:16:30 PM,532,277.7777778
123,2/23/2023,7:16:31 PM,529,276.1111111
124,2/23/2023,7:16:32 PM,529,276.1111111
125,2/23/2023,7:16:33 PM,529,276.1111111
126,2/23/2023,7:16:34 PM,525,273.8888889
127,2/23/2023,7:16:35 PM,525,273.8888889
128,2/23/2023,7:16:36 PM,524,273.3333333
129,2/23/2023,7:16:37 PM,520,271.1111111
130,2/23/2023,7:16:38 PM,520,271.1111111
131,2/23/2023,7:16:39 PM,520,271.1111111
132,2/23/2023,7:16:40 PM,519,270.5555556
133,2/23/2023,7:16:41 PM,516,268.8888889
134,2/23/2023,7:16:42 PM,516,268.8888889
135,2/23/2023,7:16:43 PM,512,266.6666667
136,2/23/2023,7:16:44 PM,512,266.6666667
137,2/23/2023,7:16:45 PM,512,266.6666667
138,2/23/2023,7:16:46 PM,511,266.1111111
139,2/23/2023,7:16:47 PM,508,264.4444444
140,2/23/2023,7:16:48 PM,508,264.4444444
141,2/23/2023,7:16:49 PM,508,264.4444444
142,2/23/2023,7:16:50 PM,507,263.8888889
143,2/23/2023,7:16:51 PM,504,262.2222222
144,2/23/2023,7:16:52 PM,504,262.2222222
145,2/23/2023,7:16:53 PM,503,261.6666667
146,2/23/2023,7:16:54 PM,503,261.6666667
147,2/23/2023,7:16:55 PM,499,259.4444444
148,2/23/2023,7:16:56 PM,499,259.4444444
149,2/23/2023,7:16:57 PM,499,259.4444444
150,2/23/2023,7:16:58 PM,498,258.8888889
151,2/23/2023,7:16:59 PM,495,257.2222222
152,2/23/2023,7:17:00 PM,495,257.2222222
153,2/23/2023,7:17:01 PM,495,257.2222222
154,2/23/2023,7:17:02 PM,491,255
155,2/23/2023,7:17:03 PM,491,255
156,2/23/2023,7:17:04 PM,491,255
157,2/23/2023,7:17:05 PM,490,254.4444444
158,2/23/2023,7:17:06 PM,486,252.2222222
159,2/23/2023,7:17:07 PM,486,252.2222222
160,2/23/2023,7:17:08 PM,486,252.2222222
161,2/23/2023,7:17:09 PM,485,251.6666667
162,2/23/2023,7:17:10 PM,482,250
163,2/23/2023,7:17:11 PM,482,250
164,2/23/2023,7:17:12 PM,482,250
165,2/23/2023,7:17:13 PM,481,249.4444444
166,2/23/2023,7:17:14 PM,478,247.7777778
167,2/23/2023,7:17:15 PM,478,247.7777778
168,2/23/2023,7:17:16 PM,478,247.7777778
169,2/23/2023,7:17:17 PM,477,247.2222222
170,2/23/2023,7:17:18 PM,474,245.5555556
171,2/23/2023,7:17:19 PM,474,245.5555556
172,2/23/2023,7:17:20 PM,474,245.5555556
173,2/23/2023,7:17:21 PM,474,245.5555556
174,2/23/2023,7:17:22 PM,470,243.3333333
175,2/23/2023,7:17:23 PM,470,243.3333333
176,2/23/2023,7:17:24 PM,470,243.3333333
177,2/23/2023,7:17:25 PM,469,242.7777778
178,2/23/2023,7:17:26 PM,466,241.1111111
179,2/23/2023,7:17:27 PM,466,241.1111111
180,2/23/2023,7:17:28 PM,466,241.1111111
181,2/23/2023,7:17:29 PM,465,240.5555556
182,2/23/2023,7:17:30 PM,465,240.5555556
183,2/23/2023,7:17:31 PM,462,238.8888889
184,2/23/2023,7:17:32 PM,462,238.8888889
185,2/23/2023,7:17:33 PM,461,238.3333333
186,2/23/2023,7:17:34 PM,458,236.6666667
187,2/23/2023,7:17:35 PM,458,236.6666667
188,2/23/2023,7:17:36 PM,458,236.6666667
189,2/23/2023,7:17:37 PM,458,236.6666667
190,2/23/2023,7:17:38 PM,457,236.1111111
191,2/23/2023,7:17:39 PM,454,234.4444444
192,2/23/2023,7:17:40 PM,454,234.4444444
193,2/23/2023,7:17:41 PM,454,234.4444444
194,2/23/2023,7:17:42 PM,453,233.8888889
195,2/23/2023,7:17:43 PM,450,232.2222222
196,2/23/2023,7:17:44 PM,450,232.2222222
197,2/23/2023,7:17:45 PM,450,232.2222222
198,2/23/2023,7:17:46 PM,449,231.6666667
199,2/23/2023,7:17:47 PM,449,231.6666667
200,2/23/2023,7:17:48 PM,446,230
201,2/23/2023,7:17:49 PM,446,230
202,2/23/2023,7:17:50 PM,446,230
203,2/23/2023,7:17:51 PM,446,230
204,2/23/2023,7:17:52 PM,445,229.4444444
205,2/23/2023,7:17:53 PM,442,227.7777778
206,2/23/2023,7:17:54 PM,442,227.7777778
207,2/23/2023,7:17:55 PM,442,227.7777778
208,2/23/2023,7:17:56 PM,441,227.2222222
209,2/23/2023,7:17:57 PM,438,225.5555556
210,2/23/2023,7:17:58 PM,438,225.5555556
211,2/23/2023,7:17:59 PM,438,225.5555556
212,2/23/2023,7:18:00 PM,438,225.5555556
213,2/23/2023,7:18:01 PM,434,223.3333333
214,2/23/2023,7:18:02 PM,434,223.3333333
215,2/23/2023,7:18:03 PM,434,223.3333333
216,2/23/2023,7:18:04 PM,434,223.3333333
217,2/23/2023,7:18:05 PM,433,222.7777778
218,2/23/2023,7:18:06 PM,433,222.7777778
219,2/23/2023,7:18:07 PM,430,221.1111111
220,2/23/2023,7:18:08 PM,430,221.1111111
221,2/23/2023,7:18:09 PM,430,221.1111111
222,2/23/2023,7:18:10 PM,430,221.1111111
223,2/23/2023,7:18:11 PM,426,218.8888889
224,2/23/2023,7:18:12 PM,426,218.8888889
225,2/23/2023,7:18:13 PM,426,218.8888889
226,2/23/2023,7:18:14 PM,426,218.8888889
227,2/23/2023,7:18:15 PM,425,218.3333333
228,2/23/2023,7:18:16 PM,425,218.3333333
229,2/23/2023,7:18:17 PM,422,216.6666667
230,2/23/2023,7:18:18 PM,422,216.6666667
231,2/23/2023,7:18:19 PM,422,216.6666667
232,2/23/2023,7:18:20 PM,421,216.1111111
233,2/23/2023,7:18:21 PM,421,216.1111111
234,2/23/2023,7:18:22 PM,418,214.4444444
235,2/23/2023,7:18:23 PM,418,214.4444444
236,2/23/2023,7:18:24 PM,418,214.4444444
237,2/23/2023,7:18:25 PM,418,214.4444444
238,2/23/2023,7:18:26 PM,417,213.8888889
239,2/23/2023,7:18:27 PM,414,212.2222222
240,2/23/2023,7:18:28 PM,414,212.2222222
241,2/23/2023,7:18:29 PM,414,212.2222222
242,2/23/2023,7:18:30 PM,414,212.2222222
243,2/23/2023,7:18:31 PM,413,211.6666667
244,2/23/2023,7:18:32 PM,413,211.6666667
245,2/23/2023,7:18:33 PM,410,210
246,2/23/2023,7:18:34 PM,410,210
247,2/23/2023,7:18:35 PM,410,210
248,2/23/2023,7:18:36 PM,410,210
249,2/23/2023,7:18:37 PM,409,209.4444444
250,2/23/2023,7:18:38 PM,406,207.7777778
251,2/23/2023,7:18:39 PM,406,207.7777778
252,2/23/2023,7:18:40 PM,406,207.7777778
253,2/23/2023,7:18:41 PM,406,207.7777778
254,2/23/2023,7:18:42 PM,405,207.2222222
255,2/23/2023,7:18:43 PM,405,207.2222222
256,2/23/2023,7:18:44 PM,402,205.5555556
257,2/23/2023,7:18:45 PM,402,205.5555556
258,2/23/2023,7:18:46 PM,402,205.5555556
259,2/23/2023,7:18:47 PM,402,205.5555556
260,2/23/2023,7:18:48 PM,401,205
261,2/23/2023,7:18:49 PM,401,205
262,2/23/2023,7:18:50 PM,398,203.3333333
263,2/23/2023,7:18:51 PM,398,203.3333333
264,2/23/2023,7:18:52 PM,398,203.3333333
265,2/23/2023,7:18:53 PM,398,203.3333333
266,2/23/2023,7:18:54 PM,397,202.7777778
267,2/23/2023,7:18:55 PM,397,202.7777778
268,2/23/2023,7:18:56 PM,397,202.7777778
269,2/23/2023,7:18:57 PM,393,200.5555556
270,2/23/2023,7:18:58 PM,393,200.5555556
271,2/23/2023,7:18:59 PM,393,200.5555556
272,2/23/2023,7:19:00 PM,393,200.5555556
273,2/23/2023,7:19:01 PM,393,200.5555556
274,2/23/2023,7:19:02 PM,392,200
275,2/23/2023,7:19:03 PM,392,200
276,2/23/2023,7:19:04 PM,389,198.3333333
277,2/23/2023,7:19:05 PM,389,198.3333333
278,2/23/2023,7:19:06 PM,389,198.3333333
279,2/23/2023,7:19:07 PM,389,198.3333333
280,2/23/2023,7:19:08 PM,388,197.7777778
281,2/23/2023,7:19:09 PM,388,197.7777778
282,2/23/2023,7:19:10 PM,388,197.7777778
283,2/23/2023,7:19:11 PM,388,197.7777778
284,2/23/2023,7:19:12 PM,387,197.2222222
285,2/23/2023,7:19:13 PM,384,195.5555556
286,2/23/2023,7:19:14 PM,384,195.5555556
287,2/23/2023,7:19:15 PM,384,195.5555556
288,2/23/2023,7:19:16 PM,384,195.5555556
289,2/23/2023,7:19:17 PM,384,195.5555556
290,2/23/2023,7:19:18 PM,384,195.5555556
291,2/23/2023,7:19:19 PM,384,195.5555556
292,2/23/2023,7:19:20 PM,384,195.5555556
293,2/23/2023,7:19:21 PM,383,195
294,2/23/2023,7:19:22 PM,383,195
295,2/23/2023,7:19:23 PM,383,195
296,2/23/2023,7:19:24 PM,383,195
297,2/23/2023,7:19:25 PM,383,195
298,2/23/2023,7:19:26 PM,382,194.4444444
299,2/23/2023,7:19:27 PM,382,194.4444444
300,2/23/2023,7:19:28 PM,382,194.4444444
301,2/23/2023,7:19:29 PM,382,194.4444444
302,2/23/2023,7:19:30 PM,381,193.8888889
303,2/23/2023,7:19:31 PM,381,193.8888889
304,2/23/2023,7:19:32 PM,381,193.8888889
305,2/23/2023,7:19:33 PM,381,193.8888889
306,2/23/2023,7:19:34 PM,380,193.3333333
307,2/23/2023,7:19:35 PM,380,193.3333333
308,2/23/2023,7:19:36 PM,380,193.3333333
309,2/23/2023,7:19:37 PM,380,193.3333333
310,2/23/2023,7:19:38 PM,380,193.3333333
311,2/23/2023,7:19:39 PM,379,192.7777778
312,2/23/2023,7:19:40 PM,379,192.7777778
313,2/23/2023,7:19:41 PM,379,192.7777778
314,2/23/2023,7:19:42 PM,379,192.7777778
315,2/23/2023,7:19:43 PM,379,192.7777778
316,2/23/2023,7:19:44 PM,378,192.2222222
317,2/23/2023,7:19:45 PM,378,192.2222222
318,2/23/2023,7:19:46 PM,378,192.2222222
319,2/23/2023,7:19:47 PM,378,192.2222222
320,2/23/2023,7:19:48 PM,378,192.2222222
321,2/23/2023,7:19:49 PM,378,192.2222222
322,2/23/2023,7:19:50 PM,377,191.6666667
323,2/23/2023,7:19:51 PM,377,191.6666667
324,2/23/2023,7:19:52 PM,377,191.6666667
325,2/23/2023,7:19:53 PM,377,191.6666667
326,2/23/2023,7:19:54 PM,377,191.6666667
327,2/23/2023,7:19:55 PM,377,191.6666667
328,2/23/2023,7:19:56 PM,377,191.6666667
329,2/23/2023,7:19:57 PM,377,191.6666667
330,2/23/2023,7:19:58 PM,376,191.1111111
331,2/23/2023,7:19:59 PM,376,191.1111111
332,2/23/2023,7:20:00 PM,376,191.1111111
333,2/23/2023,7:20:01 PM,376,191.1111111
334,2/23/2023,7:20:02 PM,376,191.1111111
335,2/23/2023,7:20:03 PM,376,191.1111111
336,2/23/2023,7:20:04 PM,376,191.1111111
337,2/23/2023,7:20:05 PM,376,191.1111111
338,2/23/2023,7:20:06 PM,376,191.1111111
339,2/23/2023,7:20:07 PM,375,190.5555556
340,2/23/2023,7:20:08 PM,375,190.5555556
341,2/23/2023,7:20:09 PM,375,190.5555556
342,2/23/2023,7:20:10 PM,375,190.5555556
343,2/23/2023,7:20:11 PM,375,190.5555556
344,2/23/2023,7:20:12 PM,375,190.5555556
345,2/23/2023,7:20:13 PM,375,190.5555556
346,2/23/2023,7:20:14 PM,375,190.5555556
347,2/23/2023,7:20:15 PM,375,190.5555556
348,2/23/2023,7:20:16 PM,374,190
349,2/23/2023,7:20:17 PM,374,190
350,2/23/2023,7:20:18 PM,374,190
351,2/23/2023,7:20:19 PM,374,190
352,2/23/2023,7:20:20 PM,374,190
353,2/23/2023,7:20:21 PM,374,190
354,2/23/2023,7:20:22 PM,374,190
355,2/23/2023,7:20:23 PM,374,190
356,2/23/2023,7:20:24 PM,373,189.4444444
357,2/23/2023,7:20:25 PM,373,189.4444444
358,2/23/2023,7:20:26 PM,373,189.4444444
359,2/23/2023,7:20:27 PM,373,189.4444444
360,2/23/2023,7:20:28 PM,373,189.4444444
361,2/23/2023,7:20:29 PM,373,189.4444444
362,2/23/2023,7:20:30 PM,373,189.4444444
363,2/23/2023,7:20:31 PM,373,189.4444444
364,2/23/2023,7:20:32 PM,372,188.8888889
365,2/23/2023,7:20:33 PM,372,188.8888889
366,2/23/2023,7:20:34 PM,372,188.8888889
367,2/23/2023,7:20:35 PM,372,188.8888889
368,2/23/2023,7:20:36 PM,372,188.8888889
369,2/23/2023,7:20:37 PM,372,188.8888889
370,2/23/2023,7:20:38 PM,372,188.8888889
371,2/23/2023,7:20:39 PM,371,188.3333333
372,2/23/2023,7:20:40 PM,371,188.3333333
373,2/23/2023,7:20:41 PM,371,188.3333333
374,2/23/2023,7:20:42 PM,371,188.3333333
375,2/23/2023,7:20:43 PM,371,188.3333333
376,2/23/2023,7:20:44 PM,370,187.7777778
377,2/23/2023,7:20:45 PM,370,187.7777778
378,2/23/2023,7:20:46 PM,370,187.7777778
379,2/23/2023,7:20:47 PM,370,187.7777778
380,2/23/2023,7:20:48 PM,370,187.7777778
381,2/23/2023,7:20:49 PM,369,187.2222222
382,2/23/2023,7:20:50 PM,369,187.2222222
383,2/23/2023,7:20:51 PM,369,187.2222222
384,2/23/2023,7:20:52 PM,369,187.2222222
385,2/23/2023,7:20:53 PM,369,187.2222222
386,2/23/2023,7:20:54 PM,368,186.6666667
387,2/23/2023,7:20:55 PM,368,186.6666667
388,2/23/2023,7:20:56 PM,368,186.6666667
389,2/23/2023,7:20:57 PM,368,186.6666667
390,2/23/2023,7:20:58 PM,368,186.6666667
391,2/23/2023,7:20:59 PM,367,186.1111111
392,2/23/2023,7:21:00 PM,367,186.1111111
393,2/23/2023,7:21:01 PM,367,186.1111111
394,2/23/2023,7:21:02 PM,367,186.1111111
395,2/23/2023,7:21:03 PM,366,185.5555556
396,2/23/2023,7:21:04 PM,366,185.5555556
397,2/23/2023,7:21:05 PM,366,185.5555556
398,2/23/2023,7:21:06 PM,366,185.5555556
399,2/23/2023,7:21:07 PM,366,185.5555556
400,2/23/2023,7:21:08 PM,365,185
401,2/23/2023,7:21:09 PM,365,185
402,2/23/2023,7:21:10 PM,365,185
403,2/23/2023,7:21:11 PM,365,185
404,2/23/2023,7:21:12 PM,364,184.4444444
405,2/23/2023,7:21:13 PM,364,184.4444444
406,2/23/2023,7:21:14 PM,364,184.4444444
407,2/23/2023,7:21:15 PM,364,184.4444444
408,2/23/2023,7:21:16 PM,364,184.4444444
409,2/23/2023,7:21:17 PM,363,183.8888889
410,2/23/2023,7:21:18 PM,363,183.8888889
411,2/23/2023,7:21:19 PM,363,183.8888889
412,2/23/2023,7:21:20 PM,362,183.3333333
413,2/23/2023,7:21:21 PM,362,183.3333333
414,2/23/2023,7:21:22 PM,362,183.3333333
415,2/23/2023,7:21:23 PM,362,183.3333333
416,2/23/2023,7:21:24 PM,362,183.3333333
417,2/23/2023,7:21:25 PM,361,182.7777778
418,2/23/2023,7:21:26 PM,361,182.7777778
419,2/23/2023,7:21:27 PM,361,182.7777778
420,2/23/2023,7:21:28 PM,361,182.7777778
421,2/23/2023,7:21:29 PM,361,182.7777778
422,2/23/2023,7:21:30 PM,360,182.2222222
423,2/23/2023,7:21:31 PM,360,182.2222222
424,2/23/2023,7:21:32 PM,360,182.2222222
425,2/23/2023,7:21:33 PM,359,181.6666667
426,2/23/2023,7:21:34 PM,359,181.6666667
427,2/23/2023,7:21:35 PM,359,181.6666667
428,2/23/2023,7:21:36 PM,359,181.6666667
429,2/23/2023,7:21:37 PM,358,181.1111111
430,2/23/2023,7:21:38 PM,358,181.1111111
431,2/23/2023,7:21:39 PM,358,181.1111111
432,2/23/2023,7:21:40 PM,357,180.5555556
433,2/23/2023,7:21:41 PM,357,180.5555556
434,2/23/2023,7:21:42 PM,357,180.5555556
435,2/23/2023,7:21:43 PM,357,180.5555556
436,2/23/2023,7:21:44 PM,356,180
437,2/23/2023,7:21:45 PM,356,180
438,2/23/2023,7:21:46 PM,356,180
439,2/23/2023,7:21:47 PM,356,180
440,2/23/2023,7:21:48 PM,355,179.4444444
441,2/23/2023,7:21:49 PM,355,179.4444444
442,2/23/2023,7:21:50 PM,355,179.4444444
443,2/23/2023,7:21:51 PM,355,179.4444444
444,2/23/2023,7:21:52 PM,354,178.8888889
445,2/23/2023,7:21:53 PM,354,178.8888889
446,2/23/2023,7:21:54 PM,354,178.8888889
447,2/23/2023,7:21:55 PM,351,177.2222222
448,2/23/2023,7:21:56 PM,351,177.2222222
449,2/23/2023,7:21:57 PM,351,177.2222222
450,2/23/2023,7:21:58 PM,351,177.2222222
451,2/23/2023,7:21:59 PM,351,177.2222222
452,2/23/2023,7:22:00 PM,351,177.2222222
453,2/23/2023,7:22:01 PM,351,177.2222222
454,2/23/2023,7:22:02 PM,351,177.2222222
455,2/23/2023,7:22:03 PM,350,176.6666667
456,2/23/2023,7:22:04 PM,350,176.6666667
457,2/23/2023,7:22:05 PM,350,176.6666667
458,2/23/2023,7:22:06 PM,350,176.6666667
459,2/23/2023,7:22:07 PM,350,176.6666667
460,2/23/2023,7:22:08 PM,350,176.6666667
461,2/23/2023,7:22:09 PM,349,176.1111111
462,2/23/2023,7:22:10 PM,349,176.1111111
463,2/23/2023,7:22:11 PM,349,176.1111111
464,2/23/2023,7:22:12 PM,349,176.1111111
465,2/23/2023,7:22:13 PM,349,176.1111111
466,2/23/2023,7:22:14 PM,349,176.1111111
467,2/23/2023,7:22:15 PM,348,175.5555556
468,2/23/2023,7:22:16 PM,348,175.5555556
469,2/23/2023,7:22:17 PM,348,175.5555556
470,2/23/2023,7:22:18 PM,347,175
471,2/23/2023,7:22:19 PM,347,175
472,2/23/2023,7:22:20 PM,347,175
473,2/23/2023,7:22:21 PM,347,175
474,2/23/2023,7:22:22 PM,347,175
475,2/23/2023,7:22:23 PM,346,174.4444444
476,2/23/2023,7:22:24 PM,346,174.4444444
477,2/23/2023,7:22:25 PM,346,174.4444444
478,2/23/2023,7:22:26 PM,346,174.4444444
479,2/23/2023,7:22:27 PM,345,173.8888889
480,2/23/2023,7:22:28 PM,345,173.8888889
481,2/23/2023,7:22:29 PM,345,173.8888889
482,2/23/2023,7:22:30 PM,344,173.3333333
483,2/23/2023,7:22:31 PM,344,173.3333333
484,2/23/2023,7:22:32 PM,344,173.3333333
485,2/23/2023,7:22:33 PM,344,173.3333333
486,2/23/2023,7:22:34 PM,344,173.3333333
487,2/23/2023,7:22:35 PM,343,172.7777778
488,2/23/2023,7:22:36 PM,340,171.1111111
489,2/23/2023,7:22:37 PM,340,171.1111111
490,2/23/2023,7:22:38 PM,340,171.1111111
491,2/23/2023,7:22:39 PM,340,171.1111111
492,2/23/2023,7:22:40 PM,340,171.1111111
493,2/23/2023,7:22:41 PM,340,171.1111111
494,2/23/2023,7:22:42 PM,340,171.1111111
495,2/23/2023,7:22:43 PM,340,171.1111111
496,2/23/2023,7:22:44 PM,340,171.1111111
497,2/23/2023,7:22:45 PM,339,170.5555556
498,2/23/2023,7:22:46 PM,339,170.5555556
499,2/23/2023,7:22:47 PM,339,170.5555556
500,2/23/2023,7:22:48 PM,339,170.5555556
501,2/23/2023,7:22:49 PM,339,170.5555556
502,2/23/2023,7:22:50 PM,338,170
503,2/23/2023,7:22:51 PM,338,170
504,2/23/2023,7:22:52 PM,338,170
505,2/23/2023,7:22:53 PM,338,170
506,2/23/2023,7:22:54 PM,338,170
507,2/23/2023,7:22:55 PM,337,169.4444444
508,2/23/2023,7:22:56 PM,337,169.4444444
509,2/23/2023,7:22:57 PM,334,167.7777778
510,2/23/2023,7:22:58 PM,334,167.7777778
511,2/23/2023,7:22:59 PM,334,167.7777778
512,2/23/2023,7:23:00 PM,334,167.7777778
513,2/23/2023,7:23:01 PM,334,167.7777778
514,2/23/2023,7:23:02 PM,334,167.7777778
515,2/23/2023,7:23:03 PM,334,167.7777778
516,2/23/2023,7:23:04 PM,334,167.7777778
517,2/23/2023,7:23:05 PM,334,167.7777778
518,2/23/2023,7:23:06 PM,334,167.7777778
519,2/23/2023,7:23:07 PM,333,167.2222222
520,2/23/2023,7:23:08 PM,333,167.2222222
521,2/23/2023,7:23:09 PM,333,167.2222222
522,2/23/2023,7:23:10 PM,333,167.2222222
523,2/23/2023,7:23:11 PM,333,167.2222222
524,2/23/2023,7:23:12 PM,333,167.2222222
525,2/23/2023,7:23:13 PM,332,166.6666667
526,2/23/2023,7:23:14 PM,332,166.6666667
527,2/23/2023,7:23:15 PM,332,166.6666667
528,2/23/2023,7:23:16 PM,332,166.6666667
529,2/23/2023,7:23:17 PM,331,166.1111111
530,2/23/2023,7:23:18 PM,331,166.1111111
531,2/23/2023,7:23:19 PM,331,166.1111111
532,2/23/2023,7:23:20 PM,331,166.1111111
533,2/23/2023,7:23:21 PM,330,165.5555556
534,2/23/2023,7:23:22 PM,330,165.5555556
535,2/23/2023,7:23:23 PM,330,165.5555556
536,2/23/2023,7:23:24 PM,330,165.5555556
537,2/23/2023,7:23:25 PM,329,165
538,2/23/2023,7:23:26 PM,329,165
539,2/23/2023,7:23:27 PM,329,165
540,2/23/2023,7:23:28 PM,329,165
541,2/23/2023,7:23:29 PM,328,164.4444444
542,2/23/2023,7:23:30 PM,328,164.4444444
