Legend:,,,,
,,,,
1-P =,Untitled 1 Process,,,
543,2/23/2023,7:23:31 PM,328,164.4444444
544,2/23/2023,7:23:32 PM,328,164.4444444
545,2/23/2023,7:23:33 PM,327,163.8888889
546,2/23/2023,7:23:34 PM,327,163.8888889
547,2/23/2023,7:23:35 PM,327,163.8888889
548,2/23/2023,7:23:36 PM,326,163.3333333
549,2/23/2023,7:23:37 PM,326,163.3333333
550,2/23/2023,7:23:38 PM,326,163.3333333
551,2/23/2023,7:23:39 PM,326,163.3333333
552,2/23/2023,7:23:40 PM,325,162.7777778
553,2/23/2023,7:23:41 PM,325,162.7777778
554,2/23/2023,7:23:42 PM,325,162.7777778
555,2/23/2023,7:23:43 PM,325,162.7777778
556,2/23/2023,7:23:44 PM,324,162.2222222
557,2/23/2023,7:23:45 PM,324,162.2222222
558,2/23/2023,7:23:46 PM,324,162.2222222
559,2/23/2023,7:23:47 PM,323,161.6666667
560,2/23/2023,7:23:48 PM,323,161.6666667
561,2/23/2023,7:23:49 PM,323,161.6666667
562,2/23/2023,7:23:50 PM,323,161.6666667
563,2/23/2023,7:23:51 PM,322,161.1111111
564,2/23/2023,7:23:52 PM,322,161.1111111
565,2/23/2023,7:23:53 PM,322,161.1111111
566,2/23/2023,7:23:54 PM,322,161.1111111
567,2/23/2023,7:23:55 PM,321,160.5555556
568,2/23/2023,7:23:56 PM,321,160.5555556
569,2/23/2023,7:23:57 PM,321,160.5555556
570,2/23/2023,7:23:58 PM,320,160
571,2/23/2023,7:23:59 PM,320,160
572,2/23/2023,7:24:00 PM,320,160
573,2/23/2023,7:24:01 PM,320,160
574,2/23/2023,7:24:02 PM,320,160
575,2/23/2023,7:24:03 PM,319,159.4444444
576,2/23/2023,7:24:04 PM,319,159.4444444
577,2/23/2023,7:24:05 PM,316,157.7777778
578,2/23/2023,7:24:06 PM,316,157.7777778
579,2/23/2023,7:24:07 PM,316,157.7777778
580,2/23/2023,7:24:08 PM,316,157.7777778
581,2/23/2023,7:24:09 PM,316,157.7777778
582,2/23/2023,7:24:10 PM,316,157.7777778
583,2/23/2023,7:24:11 PM,316,157.7777778
584,2/23/2023,7:24:12 PM,316,157.7777778
585,2/23/2023,7:24:13 PM,315,157.2222222
586,2/23/2023,7:24:14 PM,315,157.2222222
587,2/23/2023,7:24:15 PM,315,157.2222222
588,2/23/2023,7:24:16 PM,315,157.2222222
589,2/23/2023,7:24:17 PM,315,157.2222222
590,2/23/2023,7:24:18 PM,315,157.2222222
591,2/23/2023,7:24:19 PM,314,156.6666667
592,2/23/2023,7:24:20 PM,314,156.6666667
593,2/23/2023,7:24:21 PM,314,156.6666667
594,2/23/2023,7:24:22 PM,314,156.6666667
595,2/23/2023,7:24:23 PM,313,156.1111111
596,2/23/2023,7:24:24 PM,313,156.1111111
597,2/23/2023,7:24:25 PM,313,156.1111111
598,2/23/2023,7:24:26 PM,313,156.1111111
599,2/23/2023,7:24:27 PM,312,155.5555556
600,2/23/2023,7:24:28 PM,312,155.5555556
601,2/23/2023,7:24:29 PM,312,155.5555556
602,2/23/2023,7:24:30 PM,312,155.5555556
603,2/23/2023,7:24:31 PM,311,155
604,2/23/2023,7:24:32 PM,311,155
605,2/23/2023,7:24:33 PM,311,155
606,2/23/2023,7:24:34 PM,311,155
607,2/23/2023,7:24:35 PM,310,154.4444444
608,2/23/2023,7:24:36 PM,310,154.4444444
609,2/23/2023,7:24:37 PM,310,154.4444444
610,2/23/2023,7:24:38 PM,310,154.4444444
611,2/23/2023,7:24:39 PM,309,153.8888889
612,2/23/2023,7:24:40 PM,309,153.8888889
613,2/23/2023,7:24:41 PM,309,153.8888889
614,2/23/2023,7:24:42 PM,309,153.8888889
615,2/23/2023,7:24:43 PM,308,153.3333333
616,2/23/2023,7:24:44 PM,308,153.3333333
617,2/23/2023,7:24:45 PM,308,153.3333333
618,2/23/2023,7:24:46 PM,307,152.7777778
619,2/23/2023,7:24:47 PM,307,152.7777778
620,2/23/2023,7:24:48 PM,307,152.7777778
621,2/23/2023,7:24:49 PM,307,152.7777778
622,2/23/2023,7:24:50 PM,307,152.7777778
623,2/23/2023,7:24:51 PM,306,152.2222222
624,2/23/2023,7:24:52 PM,306,152.2222222
625,2/23/2023,7:24:53 PM,306,152.2222222
626,2/23/2023,7:24:54 PM,305,151.6666667
627,2/23/2023,7:24:55 PM,305,151.6666667
628,2/23/2023,7:24:56 PM,305,151.6666667
629,2/23/2023,7:24:57 PM,305,151.6666667
630,2/23/2023,7:24:58 PM,304,151.1111111
631,2/23/2023,7:24:59 PM,304,151.1111111
632,2/23/2023,7:25:00 PM,304,151.1111111
633,2/23/2023,7:25:01 PM,304,151.1111111
634,2/23/2023,7:25:02 PM,304,151.1111111
635,2/23/2023,7:25:03 PM,303,150.5555556
636,2/23/2023,7:25:04 PM,303,150.5555556
637,2/23/2023,7:25:05 PM,303,150.5555556
638,2/23/2023,7:25:06 PM,302,150
639,2/23/2023,7:25:07 PM,302,150
640,2/23/2023,7:25:08 PM,302,150
641,2/23/2023,7:25:09 PM,302,150
642,2/23/2023,7:25:10 PM,302,150
643,2/23/2023,7:25:11 PM,301,149.4444444
644,2/23/2023,7:25:12 PM,301,149.4444444
645,2/23/2023,7:25:13 PM,301,149.4444444
646,2/23/2023,7:25:14 PM,301,149.4444444
647,2/23/2023,7:25:15 PM,300,148.8888889
648,2/23/2023,7:25:16 PM,300,148.8888889
649,2/23/2023,7:25:17 PM,300,148.8888889
650,2/23/2023,7:25:18 PM,299,148.3333333
651,2/23/2023,7:25:19 PM,299,148.3333333
652,2/23/2023,7:25:20 PM,299,148.3333333
653,2/23/2023,7:25:21 PM,299,148.3333333
654,2/23/2023,7:25:22 PM,299,148.3333333
655,2/23/2023,7:25:23 PM,298,147.7777778
656,2/23/2023,7:25:24 PM,298,147.7777778
657,2/23/2023,7:25:25 PM,298,147.7777778
658,2/23/2023,7:25:26 PM,297,147.2222222
659,2/23/2023,7:25:27 PM,297,147.2222222
660,2/23/2023,7:25:28 PM,297,147.2222222
661,2/23/2023,7:25:29 PM,297,147.2222222
662,2/23/2023,7:25:30 PM,297,147.2222222
663,2/23/2023,7:25:31 PM,296,146.6666667
664,2/23/2023,7:25:32 PM,296,146.6666667
665,2/23/2023,7:25:33 PM,296,146.6666667
666,2/23/2023,7:25:34 PM,295,146.1111111
667,2/23/2023,7:25:35 PM,295,146.1111111
668,2/23/2023,7:25:36 PM,292,144.4444444
669,2/23/2023,7:25:37 PM,292,144.4444444
670,2/23/2023,7:25:38 PM,292,144.4444444
671,2/23/2023,7:25:39 PM,292,144.4444444
672,2/23/2023,7:25:40 PM,292,144.4444444
673,2/23/2023,7:25:41 PM,292,144.4444444
674,2/23/2023,7:25:42 PM,292,144.4444444
675,2/23/2023,7:25:43 PM,292,144.4444444
676,2/23/2023,7:25:44 PM,292,144.4444444
677,2/23/2023,7:25:45 PM,292,144.4444444
678,2/23/2023,7:25:46 PM,291,143.8888889
679,2/23/2023,7:25:47 PM,291,143.8888889
680,2/23/2023,7:25:48 PM,291,143.8888889
681,2/23/2023,7:25:49 PM,291,143.8888889
682,2/23/2023,7:25:50 PM,291,143.8888889
683,2/23/2023,7:25:51 PM,291,143.8888889
684,2/23/2023,7:25:52 PM,290,143.3333333
685,2/23/2023,7:25:53 PM,290,143.3333333
686,2/23/2023,7:25:54 PM,290,143.3333333
687,2/23/2023,7:25:55 PM,290,143.3333333
688,2/23/2023,7:25:56 PM,289,142.7777778
689,2/23/2023,7:25:57 PM,289,142.7777778
690,2/23/2023,7:25:58 PM,289,142.7777778
691,2/23/2023,7:25:59 PM,289,142.7777778
692,2/23/2023,7:26:00 PM,289,142.7777778
693,2/23/2023,7:26:01 PM,288,142.2222222
694,2/23/2023,7:26:02 PM,288,142.2222222
695,2/23/2023,7:26:03 PM,288,142.2222222
696,2/23/2023,7:26:04 PM,288,142.2222222
697,2/23/2023,7:26:05 PM,287,141.6666667
698,2/23/2023,7:26:06 PM,287,141.6666667
699,2/23/2023,7:26:07 PM,287,141.6666667
700,2/23/2023,7:26:08 PM,287,141.6666667
701,2/23/2023,7:26:09 PM,287,141.6666667
702,2/23/2023,7:26:10 PM,286,141.1111111
703,2/23/2023,7:26:11 PM,286,141.1111111
704,2/23/2023,7:26:12 PM,286,141.1111111
705,2/23/2023,7:26:13 PM,286,141.1111111
706,2/23/2023,7:26:14 PM,285,140.5555556
707,2/23/2023,7:26:15 PM,285,140.5555556
708,2/23/2023,7:26:16 PM,285,140.5555556
709,2/23/2023,7:26:17 PM,285,140.5555556
710,2/23/2023,7:26:18 PM,284,140
711,2/23/2023,7:26:19 PM,284,140
712,2/23/2023,7:26:20 PM,284,140
713,2/23/2023,7:26:21 PM,284,140
714,2/23/2023,7:26:22 PM,283,139.4444444
715,2/23/2023,7:26:23 PM,283,139.4444444
716,2/23/2023,7:26:24 PM,283,139.4444444
717,2/23/2023,7:26:25 PM,283,139.4444444
718,2/23/2023,7:26:26 PM,282,138.8888889
719,2/23/2023,7:26:27 PM,282,138.8888889
720,2/23/2023,7:26:28 PM,282,138.8888889
721,2/23/2023,7:26:29 PM,282,138.8888889
722,2/23/2023,7:26:30 PM,281,138.3333333
723,2/23/2023,7:26:31 PM,281,138.3333333
724,2/23/2023,7:26:32 PM,281,138.3333333
725,2/23/2023,7:26:33 PM,281,138.3333333
726,2/23/2023,7:26:34 PM,281,138.3333333
727,2/23/2023,7:26:35 PM,280,137.7777778
---------------------------------------------------------------------------------,,,,
