Test : Rate 1,"2.54000",mm/min
Specimen notes : Specimen note 1,""

Time,Extension,Load
(s),(mm),(kN)
"80.60000","3.41204","3.25273"
"80.70000","3.41635","3.25336"
"80.80000","3.42067","3.25152"
"80.90000","3.42479","3.24956"
"81.00000","3.42900","3.24926"
"81.10000","3.43341","3.24896"
"81.20000","3.43753","3.24631"
"81.30000","3.44166","3.24498"
"81.40000","3.44606","3.24503"
"81.50000","3.45037","3.24230"
"81.60000","3.45440","3.24102"
"81.70000","3.45871","3.24099"
"81.80000","3.46302","3.23876"
"81.90000","3.46714","3.23616"
"82.00000","3.47136","3.23651"
"82.10000","3.47576","3.23552"
"82.20000","3.47989","3.23276"
"82.30000","3.48401","3.23132"
"82.40000","3.48841","3.23108"
"82.50000","3.49273","3.22838"
"82.60000","3.49675","3.22563"
"82.70000","3.50097","3.22619"
"82.80000","3.50538","3.22424"
"82.90000","3.50941","3.22110"
"83.00000","3.51362","3.22070"
"83.10000","3.51812","3.21979"
"83.20000","3.52224","3.21671"
"83.30000","3.52627","3.21514"
"83.40000","3.53068","3.21461"
"83.50000","3.53499","3.21216"
"83.60000","3.53902","3.20940"
"83.70000","3.54333","3.20849"
"83.80000","3.54773","3.20730"
"83.90000","3.55185","3.20402"
"84.00000","3.55598","3.20274"
"84.10000","3.56038","3.20146"
"84.20000","3.56460","3.19870"
"84.30000","3.56863","3.19633"
"84.40000","3.57303","3.19597"
"84.50000","3.57744","3.19261"
"84.60000","3.58147","3.18929"
"84.70000","3.58568","3.18802"
"84.80000","3.59009","3.18683"
"84.90000","3.59421","3.18247"
"85.00000","3.59833","3.18090"
"85.10000","3.60274","3.17991"
"85.20000","3.60695","3.17671"
"85.30000","3.61098","3.17385"
"85.40000","3.61529","3.17316"
"85.50000","3.61970","3.16986"
"85.60000","3.62373","3.16626"
"85.70000","3.62794","3.16469"
"85.80000","3.63235","3.16269"
"85.90000","3.63656","3.15830"
"86.00000","3.64059","3.15608"
"86.10000","3.64500","3.15481"
"86.20000","3.64931","3.15066"
"86.30000","3.65334","3.14728"
"86.40000","3.65765","3.14608"
"86.50000","3.66205","3.14299"
"86.60000","3.66608","3.13863"
"86.70000","3.67030","3.13623"
"86.80000","3.67470","3.13448"
"86.90000","3.67892","3.12933"
"87.00000","3.68295","3.12706"
"87.10000","3.68735","3.12532"
"87.20000","3.69166","3.12030"
"87.30000","3.69569","3.11621"
"87.40000","3.69991","3.11449"
"87.50000","3.70431","3.11151"
"87.60000","3.70844","3.10696"
"87.70000","3.71256","3.10377"
"87.80000","3.71697","3.10168"
"87.90000","3.72128","3.09552"
"88.00000","3.72531","3.09223"
"88.10000","3.72971","3.09003"
"88.20000","3.73402","3.08568"
"88.30000","3.73805","3.08045"
"88.40000","3.74236","3.07823"
"88.50000","3.74676","3.07495"
"88.60000","3.75079","3.06880"
"88.70000","3.75501","3.06536"
"88.80000","3.75932","3.06224"
"88.90000","3.76354","3.05631"
"89.00000","3.76766","3.05194"
"89.10000","3.77206","3.04883"
"89.20000","3.77628","3.04349"
"89.30000","3.78031","3.03762"
"89.40000","3.78462","3.03491"
"89.50000","3.78903","3.03026"
"89.60000","3.79306","3.02411"
"89.70000","3.79727","3.02017"
"89.80000","3.80168","3.01584"
"89.90000","3.80589","3.00885"
"90.00000","3.81002","3.00326"
"90.10000","3.81433","3.00032"
"90.20000","3.81873","2.99346"
"90.30000","3.82276","2.98666"
"90.40000","3.82698","2.98273"
"90.50000","3.83147","2.97777"
"90.60000","3.83550","2.96999"
"90.70000","3.83963","2.96478"
"90.80000","3.84412","2.96016"
"90.90000","3.84825","2.95203"
"91.00000","3.85228","2.94571"
"91.10000","3.85659","2.94105"
"91.20000","3.86090","2.93382"
"91.30000","3.86502","2.92552"
"91.40000","3.86924","2.92011"
"91.50000","3.87364","2.91344"
"91.60000","3.87777","2.90436"
"91.70000","3.88189","2.89715"
"91.80000","3.88629","2.89053"
"91.90000","3.89060","2.87943"
"92.00000","3.89463","2.86521"
"92.09400","3.89913","1.65286"
