Test : Rate 1,"2.54000",mm/min
Specimen notes : Specimen note 1,""

Time,Extension,Load
(s),(mm),(kN)
"81.30000","3.44175","4.61534"
"81.40000","3.44597","4.61751"
"81.50000","3.45037","4.61726"
"81.60000","3.45449","4.61526"
"81.70000","3.45862","4.61691"
"81.80000","3.46302","4.61815"
"81.90000","3.46724","4.61623"
"82.00000","3.47127","4.61611"
"82.10000","3.47558","4.61850"
"82.20000","3.47989","4.61713"
"82.30000","3.48401","4.61599"
"82.40000","3.48823","4.61820"
"82.50000","3.49263","4.61797"
"82.60000","3.49685","4.61617"
"82.70000","3.50097","4.61753"
"82.80000","3.50528","4.61913"
"82.90000","3.50959","4.61683"
"83.00000","3.51362","4.61672"
"83.10000","3.51803","4.61902"
"83.20000","3.52234","4.61826"
"83.30000","3.52637","4.61663"
"83.40000","3.53058","4.61880"
"83.50000","3.53508","4.61903"
"83.60000","3.53920","4.61681"
"83.70000","3.54333","4.61822"
"83.80000","3.54764","4.62004"
"83.90000","3.55185","4.61786"
"84.00000","3.55598","4.61745"
"84.10000","3.56029","4.61977"
"84.20000","3.56469","4.61865"
"84.30000","3.56863","4.61763"
"84.40000","3.57294","4.61970"
"84.50000","3.57734","4.61989"
"84.60000","3.58137","4.61775"
"84.70000","3.58559","4.61913"
"84.80000","3.58999","4.62091"
"84.90000","3.59430","4.61872"
"85.00000","3.59833","4.61821"
"85.10000","3.60264","4.62051"
"85.20000","3.60705","4.61954"
"85.30000","3.61098","4.61798"
"85.40000","3.61529","4.62011"
"85.50000","3.61970","4.62026"
"85.60000","3.62382","4.61814"
"85.70000","3.62794","4.61912"
"85.80000","3.63235","4.62112"
"85.90000","3.63656","4.61908"
"86.00000","3.64059","4.61882"
"86.10000","3.64490","4.62157"
"86.20000","3.64931","4.62009"
"86.30000","3.65334","4.61825"
"86.40000","3.65756","4.62030"
"86.50000","3.66196","4.62071"
"86.60000","3.66618","4.61891"
"86.70000","3.67021","4.61964"
"86.80000","3.67461","4.62195"
"86.90000","3.67892","4.61984"
"87.00000","3.68295","4.61937"
"87.10000","3.68726","4.62135"
"87.20000","3.69166","4.62077"
"87.30000","3.69569","4.61882"
"87.40000","3.69991","4.62053"
"87.50000","3.70441","4.62160"
"87.60000","3.70853","4.61900"
"87.70000","3.71256","4.61956"
"87.80000","3.71697","4.62187"
"87.90000","3.72128","4.62051"
"88.00000","3.72531","4.61956"
"88.10000","3.72962","4.62196"
"88.20000","3.73393","4.62146"
"88.30000","3.73805","4.61978"
"88.40000","3.74217","4.62066"
"88.50000","3.74658","4.62233"
"88.60000","3.75089","4.61981"
"88.70000","3.75492","4.62005"
"88.80000","3.75923","4.62231"
"88.90000","3.76363","4.62125"
"89.00000","3.76766","4.61993"
"89.10000","3.77188","4.62190"
"89.20000","3.77638","4.62189"
"89.30000","3.78050","4.61983"
"89.40000","3.78462","4.62084"
"89.50000","3.78903","4.62252"
"89.60000","3.79324","4.62020"
"89.70000","3.79727","4.61997"
"89.80000","3.80158","4.62258"
"89.90000","3.80599","4.62143"
"90.00000","3.81002","4.62002"
"90.10000","3.81423","4.62220"
"90.20000","3.81854","4.62260"
"90.30000","3.82276","4.62022"
"90.40000","3.82688","4.62037"
"90.50000","3.83119","4.62262"
"90.60000","3.83550","4.62101"
"90.70000","3.83953","4.61970"
"90.80000","3.84384","4.62214"
"90.90000","3.84825","4.62202"
"91.00000","3.85237","4.62028"
"91.10000","3.85649","4.62112"
"91.20000","3.86099","4.62293"
"91.30000","3.86521","4.62049"
"91.40000","3.86924","4.62034"
"91.50000","3.87355","4.62228"
"91.60000","3.87795","4.62148"
"91.70000","3.88198","4.61953"
"91.80000","3.88620","4.62153"
"91.90000","3.89060","4.62232"
"92.00000","3.89482","4.62024"
"92.10000","3.89885","4.62087"
"92.20000","3.90325","4.62267"
"92.30000","3.90747","4.62060"
"92.40000","3.91150","4.61973"
"92.50000","3.91581","4.62229"
"92.60000","3.92021","4.62132"
"92.70000","3.92424","4.61990"
"92.80000","3.92846","4.62147"
"92.90000","3.93296","4.62213"
"93.00000","3.93708","4.62036"
"93.10000","3.94120","4.62085"
"93.20000","3.94561","4.62284"
"93.30000","3.94983","4.62110"
"93.40000","3.95395","4.61987"
"93.50000","3.95826","4.62194"
"93.60000","3.96257","4.62156"
"93.70000","3.96669","4.61980"
"93.80000","3.97082","4.62082"
"93.90000","3.97531","4.62209"
"94.00000","3.97944","4.62016"
"94.10000","3.98347","4.62037"
"94.20000","3.98787","4.62205"
"94.30000","3.99218","4.62062"
"94.40000","3.99630","4.61927"
"94.50000","4.00043","4.62101"
"94.60000","4.00493","4.62187"
"94.70000","4.00895","4.61931"
"94.80000","4.01317","4.62067"
"94.90000","4.01758","4.62222"
"95.00000","4.02179","4.61974"
"95.10000","4.02582","4.61941"
"95.20000","4.03013","4.62176"
"95.30000","4.03454","4.62100"
"95.40000","4.03866","4.61896"
"95.50000","4.04288","4.62077"
"95.60000","4.04719","4.62146"
"95.70000","4.05140","4.61914"
"95.80000","4.05553","4.61949"
"95.90000","4.05984","4.62178"
"96.00000","4.06424","4.61982"
"96.10000","4.06818","4.61848"
"96.20000","4.07249","4.62101"
"96.30000","4.07689","4.62081"
"96.40000","4.08092","4.61848"
"96.50000","4.08514","4.61996"
"96.60000","4.08954","4.62086"
"96.70000","4.09376","4.61854"
"96.80000","4.09788","4.61914"
"96.90000","4.10219","4.62131"
"97.00000","4.10650","4.61910"
"97.10000","4.11053","4.61815"
"97.20000","4.11484","4.62050"
"97.30000","4.11925","4.62015"
"97.40000","4.12328","4.61780"
"97.50000","4.12749","4.61908"
"97.60000","4.13190","4.62064"
"97.70000","4.13611","4.61829"
"97.80000","4.14014","4.61784"
"97.90000","4.14445","4.62005"
"98.00000","4.14886","4.61872"
"98.10000","4.15289","4.61752"
"98.20000","4.15710","4.61936"
"98.30000","4.16151","4.61954"
"98.40000","4.16563","4.61730"
"98.50000","4.16975","4.61826"
"98.60000","4.17416","4.61936"
"98.70000","4.17847","4.61718"
"98.80000","4.18250","4.61666"
"98.90000","4.18681","4.61876"
"99.00000","4.19112","4.61799"
"99.10000","4.19524","4.61593"
"99.20000","4.19946","4.61747"
"99.30000","4.20386","4.61873"
"99.40000","4.20808","4.61599"
"99.50000","4.21211","4.61670"
"99.60000","4.21651","4.61826"
"99.70000","4.22083","4.61589"
"99.80000","4.22485","4.61548"
"99.90000","4.22917","4.61748"
"100.00000","4.23357","4.61634"
"100.10000","4.23760","4.61469"
"100.20000","4.24182","4.61641"
"100.30000","4.24622","4.61713"
"100.40000","4.25034","4.61462"
"100.50000","4.25447","4.61546"
"100.60000","4.25887","4.61705"
"100.70000","4.26309","4.61409"
"100.80000","4.26712","4.61427"
"100.90000","4.27143","4.61621"
"101.00000","4.27583","4.61517"
"101.10000","4.27986","4.61342"
"101.20000","4.28417","4.61531"
"101.30000","4.28858","4.61525"
"101.40000","4.29270","4.61358"
"101.50000","4.29682","4.61381"
"101.60000","4.30123","4.61531"
"101.70000","4.30544","4.61330"
"101.80000","4.30947","4.61249"
"101.90000","4.31378","4.61461"
"102.00000","4.31819","4.61353"
"102.10000","4.32222","4.61125"
"102.20000","4.32643","4.61308"
"102.30000","4.33084","4.61307"
"102.40000","4.33505","4.61104"
"102.50000","4.33908","4.61195"
"102.60000","4.34349","4.61342"
"102.70000","4.34770","4.61114"
"102.80000","4.35183","4.61031"
"102.90000","4.35614","4.61234"
"103.00000","4.36054","4.61130"
"103.10000","4.36457","4.60930"
"103.20000","4.36879","4.61134"
"103.30000","4.37319","4.61117"
"103.40000","4.37741","4.60902"
"103.50000","4.38144","4.60924"
"103.60000","4.38584","4.61083"
"103.70000","4.39015","4.60869"
"103.80000","4.39418","4.60764"
"103.90000","4.39849","4.61011"
"104.00000","4.40290","4.60927"
"104.10000","4.40683","4.60672"
"104.20000","4.41105","4.60845"
"104.30000","4.41545","4.60931"
"104.40000","4.41967","4.60661"
"104.50000","4.42379","4.60688"
"104.60000","4.42810","4.60920"
"104.70000","4.43251","4.60670"
"104.80000","4.43654","4.60523"
"104.90000","4.44075","4.60683"
"105.00000","4.44525","4.60630"
"105.10000","4.44928","4.60475"
"105.20000","4.45340","4.60510"
"105.30000","4.45781","4.60673"
"105.40000","4.46203","4.60384"
"105.50000","4.46615","4.60343"
"105.60000","4.47046","4.60596"
"105.70000","4.47477","4.60392"
"105.80000","4.47880","4.60204"
"105.90000","4.48311","4.60408"
"106.00000","4.48751","4.60351"
"106.10000","4.49164","4.60139"
"106.20000","4.49576","4.60199"
"106.30000","4.50016","4.60310"
"106.40000","4.50438","4.60073"
"106.50000","4.50841","4.60003"
"106.60000","4.51281","4.60224"
"106.70000","4.51713","4.60080"
"106.80000","4.52115","4.59888"
"106.90000","4.52537","4.60018"
"107.00000","4.52987","4.60004"
"107.10000","4.53399","4.59780"
"107.20000","4.53812","4.59852"
"107.30000","4.54252","4.59965"
"107.40000","4.54683","4.59712"
"107.50000","4.55086","4.59609"
"107.60000","4.55517","4.59849"
"107.70000","4.55948","4.59706"
"107.80000","4.56360","4.59524"
"107.90000","4.56773","4.59657"
"108.00000","4.57213","4.59646"
"108.10000","4.57635","4.59380"
"108.20000","4.58038","4.59477"
"108.30000","4.58478","4.59592"
"108.40000","4.58900","4.59324"
"108.50000","4.59312","4.59267"
"108.60000","4.59743","4.59472"
"108.70000","4.60184","4.59289"
"108.80000","4.60587","4.59107"
"108.90000","4.61008","4.59276"
"109.00000","4.61458","4.59190"
"109.10000","4.61870","4.58930"
"109.20000","4.62283","4.59007"
"109.30000","4.62714","4.59116"
"109.40000","4.63135","4.58879"
"109.50000","4.63548","4.58793"
"109.60000","4.63979","4.58966"
"109.70000","4.64419","4.58827"
"109.80000","4.64813","4.58619"
"109.90000","4.65244","4.58778"
"110.00000","4.65694","4.58741"
"110.10000","4.66087","4.58477"
"110.20000","4.66509","4.58512"
"110.30000","4.66949","4.58624"
"110.40000","4.67371","4.58361"
"110.50000","4.67774","4.58272"
"110.60000","4.68214","4.58441"
"110.70000","4.68655","4.58276"
"110.80000","4.69048","4.58102"
"110.90000","4.69479","4.58227"
"111.00000","4.69920","4.58201"
"111.10000","4.70332","4.57915"
"111.20000","4.70744","4.57947"
"111.30000","4.71185","4.58071"
"111.40000","4.71616","4.57812"
"111.50000","4.72019","4.57694"
"111.60000","4.72440","4.57831"
"111.70000","4.72881","4.57681"
"111.80000","4.73293","4.57479"
"111.90000","4.73705","4.57592"
"112.00000","4.74155","4.57600"
"112.10000","4.74568","4.57282"
"112.20000","4.74971","4.57261"
"112.30000","4.75411","4.57395"
"112.40000","4.75842","4.57177"
"112.50000","4.76245","4.57007"
"112.60000","4.76676","4.57156"
"112.70000","4.77116","4.57054"
"112.80000","4.77519","4.56808"
"112.90000","4.77941","4.56866"
"113.00000","4.78381","4.56924"
"113.10000","4.78803","4.56679"
"113.20000","4.79215","4.56565"
"113.30000","4.79646","4.56700"
"113.40000","4.80078","4.56513"
"113.50000","4.80480","4.56288"
"113.60000","4.80902","4.56409"
"113.70000","4.81343","4.56359"
"113.80000","4.81764","4.56054"
"113.90000","4.82167","4.56119"
"114.00000","4.82608","4.56201"
"114.10000","4.83029","4.55883"
"114.20000","4.83442","4.55735"
"114.30000","4.83863","4.55894"
"114.40000","4.84304","4.55740"
"114.50000","4.84707","4.55477"
"114.60000","4.85138","4.55557"
"114.70000","4.85578","4.55569"
"114.80000","4.86000","4.55232"
"114.90000","4.86403","4.55199"
"115.00000","4.86843","4.55352"
"115.10000","4.87274","4.55118"
"115.20000","4.87677","4.54835"
"115.30000","4.88108","4.54907"
"115.40000","4.88549","4.54853"
"115.50000","4.88961","4.54518"
"115.60000","4.89373","4.54566"
"115.70000","4.89814","4.54626"
"115.80000","4.90235","4.54268"
"115.90000","4.90638","4.54168"
"116.00000","4.91069","4.54326"
"116.10000","4.91500","4.54053"
"116.20000","4.91913","4.53856"
"116.30000","4.92334","4.53935"
"116.40000","4.92775","4.53821"
"116.50000","4.93187","4.53485"
"116.60000","4.93599","4.53459"
"116.70000","4.94040","4.53525"
"116.80000","4.94471","4.53211"
"116.90000","4.94874","4.53007"
"117.00000","4.95305","4.53131"
"117.10000","4.95745","4.52971"
"117.20000","4.96158","4.52575"
"117.30000","4.96570","4.52619"
"117.40000","4.97010","4.52565"
"117.50000","4.97432","4.52182"
"117.60000","4.97835","4.52070"
"117.70000","4.98275","4.52150"
"117.80000","4.98706","4.51801"
"117.90000","4.99109","4.51537"
"118.00000","4.99531","4.51552"
"118.10000","4.99971","4.51395"
"118.20000","5.00384","4.51002"
"118.30000","5.00796","4.50953"
"118.40000","5.01236","4.50905"
"118.50000","5.01658","4.50487"
"118.60000","5.02061","4.50300"
"118.70000","5.02492","4.50371"
"118.80000","5.02942","4.50020"
"118.90000","5.03345","4.49587"
"119.00000","5.03767","4.49540"
"119.10000","5.04207","4.49385"
"119.20000","5.04619","4.48912"
"119.30000","5.05032","4.48707"
"119.40000","5.05472","4.48668"
"119.50000","5.05903","4.48117"
"119.60000","5.06306","4.47781"
"119.70000","5.06737","4.47807"
"119.80000","5.07168","4.47495"
"119.90000","5.07580","4.47067"
"120.00000","5.07993","4.46910"
"120.10000","5.08433","4.46735"
"120.20000","5.08855","4.46224"
"120.30000","5.09267","4.45829"
"120.40000","5.09698","4.45738"
"120.50000","5.10129","4.45308"
"120.60000","5.10542","4.44883"
"120.70000","5.10963","4.44848"
"120.80000","5.11404","4.44569"
"120.90000","5.11816","4.44026"
"121.00000","5.12228","4.43859"
"121.10000","5.12669","4.43708"
"121.20000","5.13100","4.43192"
"121.30000","5.13503","4.42862"
"121.40000","5.13934","4.42727"
"121.50000","5.14374","4.42270"
"121.60000","5.14768","4.41653"
"121.70000","5.15189","4.41468"
"121.80000","5.15630","4.41035"
"121.90000","5.16051","4.40152"
"122.00000","5.16464","4.39596"
"122.10000","5.16895","4.38873"
"122.20000","5.17326","4.37539"
"122.30000","5.17729","4.36240"
"122.40000","5.18160","4.34645"
"122.50000","5.18600","4.32302"
"122.60000","5.19003","4.29759"
"122.70000","5.19425","4.27698"
"122.80000","5.19865","4.21478"
"122.90000","5.20287","4.06503"
"123.00000","5.20699","3.63559"
"123.10000","5.21149","3.48149"
"123.20000","5.21580","3.40565"
"123.30000","5.21974","3.31659"
"123.40000","5.22405","3.26518"
"123.50000","5.22836","3.23645"
"123.60000","5.23248","3.19103"
"123.70000","5.23660","3.16030"
"123.80000","5.24101","3.12746"
"123.90000","5.24523","3.09677"
"124.00000","5.24935","3.06526"
"124.10000","5.25366","3.02966"
"124.20000","5.25797","2.97983"
"124.30000","5.26200","2.94517"
"124.40000","5.26631","2.90340"
"124.50000","5.27071","2.83520"
"124.60000","5.27474","2.78994"
"124.70000","5.27896","2.77370"
"124.80000","5.28336","2.75827"
"124.90000","5.28749","2.74214"
"125.00000","5.29161","2.71312"
"125.10000","5.29601","2.67626"
"125.20000","5.30032","2.64677"
"125.30000","5.30435","2.61417"
"125.40000","5.30866","2.56831"
"125.50000","5.31307","2.52593"
"125.60000","5.31710","2.48144"
"125.70000","5.32132","2.43375"
"125.80000","5.32572","2.38202"
"125.90000","5.32984","2.33493"
"126.00000","5.33397","2.28510"
"126.10000","5.33837","2.23310"
"126.20000","5.34259","2.14420"
"126.30000","5.34671","2.07164"
"126.40000","5.35102","2.01855"
"126.50000","5.35542","1.99589"
"126.60000","5.35936","1.93879"
"126.70000","5.36358","1.90375"
"126.80000","5.36798","1.85744"
"126.90000","5.37210","1.81846"
"127.00000","5.37632","1.76211"
"127.10000","5.38073","1.71958"
"127.20000","5.38504","1.66760"
"127.30000","5.38906","1.64067"
"127.40000","5.39328","1.61288"
"127.50000","5.39769","1.56673"
"127.60000","5.40172","1.51527"
"127.70000","5.40593","1.47042"
"127.80000","5.41043","1.43782"
"127.90000","5.41455","1.35808"
"127.94000","5.41652","0.83928"
